id,area,rt,mz_range:min,mz_range:max,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,fragment_scans,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:isotopes
589,6.027E4,10.888,659.47797,659.48126,10.8478,10.9201,659.48029,5.164E5,1.44E6,1.44E6,0,,DETECTED,6.027E4,10.888,659.47797,659.48126,0.0376,10.8478,10.9201,659.48029,5.164E5,1.44E6,0.7992,0.8996,1.44E6,,,,
590,5.827E6,10.896,146.98041,146.98079,10.6872,11.3099,146.98059,6.433E6,1.204E7,1.204E7,3,,DETECTED,5.827E6,10.896,146.98041,146.98079,0.453,10.6872,11.3099,146.98059,6.433E6,1.204E7,1.9819,1.4909,1.204E7,3,-0.198,,
591,2.842E5,10.896,702.21442,702.21497,10.8639,10.9442,702.21458,5.037E5,1.095E7,1.095E7,1,1,DETECTED,2.842E5,10.896,702.21442,702.21497,0.0232,10.8639,10.9442,702.21458,5.037E5,1.095E7,1.301,1.3765,1.095E7,1,-0.0041,1,2
593,1.377E5,10.896,704.21283,704.2135,10.8719,10.9281,704.21333,6.939E5,5.697E6,5.697E6,0,,DETECTED,1.377E5,10.896,704.21283,704.2135,0.026,10.8719,10.9281,704.21333,6.939E5,5.697E6,1.0496,1.1658,5.697E6,,,,
594,6.396E5,10.896,760.22107,760.22656,10.6227,11.0628,760.2221,5.027E5,2.265E6,2.265E6,0,,DETECTED,6.396E5,10.896,760.22107,760.22656,0.3062,10.6227,11.0628,760.2221,5.027E5,2.265E6,0.6102,0.8051,2.265E6,,,,
595,2.843E5,10.9121,126.10289,126.10303,10.9041,10.9759,126.10296,2.156E6,5.1E6,5.1E6,1,,DETECTED,2.843E5,10.9121,126.10289,126.10303,0.0303,10.9041,10.9759,126.10296,2.156E6,5.1E6,7.9571,4.4786,5.1E6,1,0.0428,,
596,1.368E5,10.9121,128.11842,128.1187,10.9041,10.9759,128.11861,1.094E6,2.611E6,2.611E6,0,,DETECTED,1.368E5,10.9121,128.11842,128.1187,0.0236,10.9041,10.9759,128.11861,1.094E6,2.611E6,7.9571,4.4786,2.611E6,,,,
597,1.283E5,10.9121,167.12929,167.12958,10.9041,10.9759,167.12947,9.101E5,2.318E6,2.318E6,0,,DETECTED,1.283E5,10.9121,167.12929,167.12958,0.0317,10.9041,10.9759,167.12947,9.101E5,2.318E6,7.9571,4.4786,2.318E6,,,,
598,2.223E5,10.9121,550.62775,550.63068,10.8639,11.047,550.62919,5.521E5,1.925E6,1.925E6,0,,DETECTED,2.223E5,10.9121,550.62775,550.63068,0.1238,10.8639,11.047,550.62919,5.521E5,1.925E6,2.7975,1.8988,1.925E6,,,,
599,1.566E6,10.9281,242.92549,242.92616,9.8037,11.0628,242.92586,5.21E5,2.022E6,2.022E6,0,,DETECTED,1.566E6,10.9281,242.92549,242.92616,0.9523,9.8037,11.0628,242.92586,5.21E5,2.022E6,0.1198,0.5599,2.022E6,,,,
600,1.353E5,10.9281,297.05847,297.05948,10.8799,11.0549,297.05873,5.393E5,1.225E6,1.225E6,0,,DETECTED,1.353E5,10.9281,297.05847,297.05948,0.103,10.8799,11.0549,297.05873,5.393E5,1.225E6,2.6295,1.8148,1.225E6,,,,
601,5.239E4,10.9281,615.45538,615.45569,10.896,10.9521,615.45551,6.137E5,1.509E6,1.509E6,0,,DETECTED,5.239E4,10.9281,615.45538,615.45569,0.0385,10.896,10.9521,615.45551,6.137E5,1.509E6,0.7478,0.8739,1.509E6,,,,
602,1.815E5,10.9361,234.09744,234.09787,10.8078,10.9996,234.09768,6.271E5,1.205E6,1.205E6,0,,DETECTED,1.815E5,10.9361,234.09744,234.09787,0.1506,10.8078,10.9996,234.09768,6.271E5,1.205E6,0.4947,0.7473,1.205E6,,,,
603,1.162E5,10.9442,140.11832,140.11856,10.9041,10.9759,140.11849,6.865E5,2.159E6,2.159E6,0,,DETECTED,1.162E5,10.9442,140.11832,140.11856,0.0773,10.9041,10.9759,140.11849,6.865E5,2.159E6,0.7921,0.8961,2.159E6,,,,
604,1.121E5,10.9442,150.10275,150.103,10.9041,10.9759,150.10289,7.597E5,2.087E6,2.087E6,0,,DETECTED,1.121E5,10.9442,150.10275,150.103,0.0513,10.9041,10.9759,150.10289,7.597E5,2.087E6,0.7921,0.8961,2.087E6,,,,
605,8.545E4,10.9442,152.11845,152.11867,10.9041,10.9759,152.11856,6.839E5,1.467E6,1.467E6,0,,DETECTED,8.545E4,10.9442,152.11845,152.11867,0.056,10.9041,10.9759,152.11856,6.839E5,1.467E6,0.7921,0.8961,1.467E6,,,,
606,8.008E4,10.9442,155.12935,155.12953,10.9041,10.9759,155.12942,5.295E5,1.471E6,1.471E6,0,,DETECTED,8.008E4,10.9442,155.12935,155.12953,0.0425,10.9041,10.9759,155.12942,5.295E5,1.471E6,0.7921,0.8961,1.471E6,,,,
607,1.947E5,10.9442,165.11372,165.11392,10.9041,10.9759,165.11386,1.267E6,3.421E6,3.421E6,0,,DETECTED,1.947E5,10.9442,165.11372,165.11392,0.0579,10.9041,10.9759,165.11386,1.267E6,3.421E6,0.7921,0.8961,3.421E6,,,,
608,1.651E5,10.9521,582.5932,582.59479,10.8078,11.0233,582.59398,5.005E5,1.091E6,1.091E6,0,,DETECTED,1.651E5,10.9521,582.5932,582.59479,0.2229,10.8078,11.0233,582.59398,5.005E5,1.091E6,0.4929,0.7465,1.091E6,,,,
609,1.039E6,10.9521,758.22174,758.22351,10.5743,11.0233,758.22271,5.34E5,3.768E6,3.768E6,2,1,DETECTED,1.039E6,10.9521,758.22174,758.22351,0.292,10.5743,11.0233,758.22271,5.34E5,3.768E6,0.175,0.5942,3.768E6,2,-0.1062,1,2
610,9.119E4,10.9601,137.08231,137.08257,10.9041,10.9759,137.08244,7.641E5,1.725E6,1.725E6,0,,DETECTED,9.119E4,10.9601,137.08231,137.08257,0.0476,10.9041,10.9759,137.08244,7.641E5,1.725E6,0.2828,0.6414,1.725E6,,,,
611,8.899E4,10.9601,161.08228,161.08258,10.9201,10.9759,161.08247,8.014E5,2.278E6,2.278E6,0,,DETECTED,8.899E4,10.9601,161.08228,161.08258,0.0424,10.9201,10.9759,161.08247,8.014E5,2.278E6,0.3962,0.6981,2.278E6,,,,
612,1.69E5,10.9601,202.10899,202.10924,10.8078,10.9759,202.1091,6.137E5,1.758E6,1.758E6,0,,DETECTED,1.69E5,10.9601,202.10899,202.10924,0.0816,10.8078,10.9759,202.1091,6.137E5,1.758E6,0.104,0.552,1.758E6,,,,
613,1.641E5,10.9759,696.64685,696.65179,10.9361,11.1024,696.64916,5.26E5,1.687E6,1.687E6,0,,DETECTED,1.641E5,10.9759,696.64685,696.65179,0.1087,10.9361,11.1024,696.64916,5.26E5,1.687E6,3.1771,2.0886,1.687E6,,,,
614,1.76E6,10.9839,124.08717,124.08736,10.9201,11.0154,124.08725,1.083E7,2.902E7,2.902E7,3,,DETECTED,1.76E6,10.9839,124.08717,124.08736,0.0638,10.9201,11.0154,124.08725,1.083E7,2.902E7,0.4952,0.7476,2.902E7,3,-0.053,,
615,7.06E5,10.9839,149.08229,149.08263,10.8078,11.0391,149.0825,1.32E6,4.116E6,4.116E6,1,,DETECTED,7.06E5,10.9839,149.08229,149.08263,0.1779,10.8078,11.0391,149.0825,1.32E6,4.116E6,0.3137,0.6568,4.116E6,1,-0.0978,,
616,1.533E5,10.9839,167.09283,167.09314,10.9201,11.0154,167.09302,1.011E6,2.148E6,2.148E6,0,,DETECTED,1.533E5,10.9839,167.09283,167.09314,0.0726,10.9201,11.0154,167.09302,1.011E6,2.148E6,0.4952,0.7476,2.148E6,,,,
617,6.17E4,10.9839,549.41656,549.41779,10.9601,11.0154,549.41714,6.506E5,1.913E6,1.913E6,0,,DETECTED,6.17E4,10.9839,549.41656,549.41779,0.0374,10.9601,11.0154,549.41714,6.506E5,1.913E6,1.329,1.1645,1.913E6,,,,
619,1.073E6,10.9917,360.97705,360.9783,10.2352,11.2459,360.97784,5.782E5,1.581E6,1.581E6,0,,DETECTED,1.073E6,10.9917,360.97705,360.9783,0.934,10.2352,11.2459,360.97784,5.782E5,1.581E6,0.336,0.668,1.581E6,,,,
620,5.282E5,10.9996,126.10275,126.10294,10.9759,11.1104,126.10286,1.86E6,7.751E6,7.751E6,2,,DETECTED,5.282E5,10.9996,126.10275,126.10294,0.0297,10.9759,11.1104,126.10286,1.86E6,7.751E6,4.6735,2.8367,7.751E6,2,0.0039,,
621,3.102E5,10.9996,128.11835,128.11864,10.9759,11.1104,128.11848,8.535E5,4.604E6,4.604E6,0,,DETECTED,3.102E5,10.9996,128.11835,128.11864,0.0821,10.9759,11.1104,128.11848,8.535E5,4.604E6,4.0518,2.8367,4.604E6,,,,
622,7.33E4,10.9996,137.08211,137.08238,10.9759,11.0312,137.0823,5.454E5,1.99E6,1.99E6,0,,DETECTED,7.33E4,10.9996,137.08211,137.08238,0.0744,10.9759,11.0312,137.0823,5.454E5,1.99E6,1.3318,1.1659,1.99E6,,,,
623,1.633E5,10.9996,138.10269,138.10283,10.9759,11.0312,138.10277,1.439E6,5.258E6,5.258E6,0,,DETECTED,1.633E5,10.9996,138.10269,138.10283,0.0298,10.9759,11.0312,138.10277,1.439E6,5.258E6,1.3318,1.1659,5.258E6,,,,
624,1.422E5,10.9996,140.08191,140.08208,10.9759,11.0312,140.08203,1.216E6,3.731E6,3.731E6,0,,DETECTED,1.422E5,10.9996,140.08191,140.08208,0.043,10.9759,11.0312,140.08203,1.216E6,3.731E6,1.3318,1.1659,3.731E6,,,,
625,7.522E4,10.9996,148.08699,148.0872,10.9759,11.0312,148.08711,7.398E5,1.869E6,1.869E6,0,,DETECTED,7.522E4,10.9996,148.08699,148.0872,0.0515,10.9759,11.0312,148.08711,7.398E5,1.869E6,1.3318,1.1659,1.869E6,,,,
626,2.124E5,10.9996,150.10249,150.10286,10.9759,11.1104,150.10272,7.597E5,2.826E6,2.826E6,0,,DETECTED,2.124E5,10.9996,150.10249,150.10286,0.0611,10.9759,11.1104,150.10272,7.597E5,2.826E6,4.6735,2.8367,2.826E6,,,,
627,4.631E5,10.9996,151.09792,151.09811,10.9759,11.1104,151.09802,2.174E6,5.791E6,5.791E6,1,,DETECTED,4.631E5,10.9996,151.09792,151.09811,0.0481,10.9759,11.1104,151.09802,2.174E6,5.791E6,4.6735,2.8367,5.791E6,1,0.005,,
628,4.241E5,10.9996,153.11362,153.11386,10.9041,11.0075,153.11375,2.034E6,7.112E6,7.112E6,2,,DETECTED,4.241E5,10.9996,153.11362,153.11386,0.0396,10.9041,11.0075,153.11375,2.034E6,7.112E6,0.0825,0.5413,7.112E6,2,-0.0837,,
629,1.473E5,10.9996,155.12909,155.12941,10.9759,11.1104,155.12929,5.156E5,2.357E6,2.357E6,0,,DETECTED,1.473E5,10.9996,155.12909,155.12941,0.0923,10.9759,11.1104,155.12929,5.156E5,2.357E6,4.6735,2.8367,2.357E6,,,,
630,2.238E5,10.9996,163.09798,163.09804,10.9759,11.0312,163.098,1.936E6,6.319E6,6.319E6,1,,DETECTED,2.238E5,10.9996,163.09798,163.09804,0.0273,10.9759,11.0312,163.098,1.936E6,6.319E6,1.3318,1.1659,6.319E6,1,-0.0097,,
631,6.227E4,10.9996,177.11324,177.11372,10.9759,11.0312,177.11358,6.825E5,1.769E6,1.769E6,0,,DETECTED,6.227E4,10.9996,177.11324,177.11372,0.0729,10.9759,11.0312,177.11358,6.825E5,1.769E6,1.3318,1.1659,1.769E6,,,,
632,5.553E4,10.9996,178.10872,178.10899,10.9759,11.0312,178.10892,7.145E5,1.899E6,1.899E6,0,,DETECTED,5.553E4,10.9996,178.10872,178.10899,0.0231,10.9759,11.0312,178.10892,7.145E5,1.899E6,1.3318,1.1659,1.899E6,,,,
633,6.321E4,10.9996,190.10854,190.10901,10.9759,11.0391,190.10884,6.998E5,1.547E6,1.547E6,0,,DETECTED,6.321E4,10.9996,190.10854,190.10901,0.0172,10.9759,11.0391,190.10884,6.998E5,1.547E6,1.6648,1.3324,1.547E6,,,,
634,1.303E5,10.9996,192.12431,192.12482,10.9041,11.0075,192.12464,6.554E5,1.88E6,1.88E6,0,,DETECTED,1.303E5,10.9996,192.12431,192.12482,0.0847,10.9041,11.0075,192.12464,6.554E5,1.88E6,0.0825,0.5413,1.88E6,,,,
635,1.129E5,10.9996,194.14018,194.14055,10.9041,11.0233,194.14037,5.365E5,1.492E6,1.492E6,0,,DETECTED,1.129E5,10.9996,194.14018,194.14055,0.0782,10.9041,11.0233,194.14037,5.365E5,1.492E6,0.2477,0.6238,1.492E6,,,,
636,6.19E4,10.9996,202.10884,202.10916,10.9759,11.0312,202.10901,7.089E5,1.4E6,1.4E6,0,,DETECTED,6.19E4,10.9996,202.10884,202.10916,0.0846,10.9759,11.0312,202.10901,7.089E5,1.4E6,1.3318,1.1659,1.4E6,,,,
637,1.539E5,10.9996,640.46301,640.46539,10.9442,11.1423,640.46415,5.327E5,1.086E6,1.086E6,0,,DETECTED,1.539E5,10.9996,640.46301,640.46539,0.1683,10.9442,11.1423,640.46415,5.327E5,1.086E6,2.5709,1.7854,1.086E6,,,,
638,3.516E5,10.9996,721.508,721.5116,10.9521,11.1423,721.50868,5.814E5,4.028E6,4.028E6,0,1,DETECTED,3.516E5,10.9996,721.508,721.5116,0.0968,10.9521,11.1423,721.50868,5.814E5,4.028E6,3.3126,2.0013,4.028E6,,,1,2
640,1.2E5,11.0075,135.07924,135.07954,10.9201,11.0154,135.07936,5.738E5,1.881E6,1.881E6,0,,DETECTED,1.2E5,11.0075,135.07924,135.07954,0.0711,10.9201,11.0154,135.07936,5.738E5,1.881E6,0.0902,0.5451,1.881E6,,,,
641,8.255E5,11.0075,165.85976,165.86002,10.9361,11.2859,165.85983,5.164E5,6.86E6,6.86E6,0,,DETECTED,8.255E5,11.0075,165.85976,165.86002,0.1006,10.9361,11.2859,165.85983,5.164E5,6.86E6,3.687,2.5916,6.86E6,,,,
642,1.597E5,11.0075,176.10568,176.10619,10.9201,11.0154,176.10598,8.431E5,3.29E6,3.29E6,0,,DETECTED,1.597E5,11.0075,176.10568,176.10619,0.0386,10.9201,11.0154,176.10598,8.431E5,3.29E6,0.0902,0.5451,3.29E6,,,,
643,7.254E5,11.0075,177.12389,177.12428,10.9442,11.2619,177.12403,5.007E5,5.934E6,5.934E6,0,,DETECTED,7.254E5,11.0075,177.12389,177.12428,0.1064,10.9442,11.2619,177.12403,5.007E5,5.934E6,3.2185,9.3584,5.934E6,,,,
644,1.7E5,11.0075,179.09279,179.09309,10.9281,11.0312,179.09296,7.405E5,2.506E6,2.506E6,0,,DETECTED,1.7E5,11.0075,179.09279,179.09309,0.0391,10.9281,11.0312,179.09296,7.405E5,2.506E6,0.2981,0.649,2.506E6,,,,
645,2.761E5,11.0075,327.07791,327.07855,10.9601,11.1183,327.07815,6.315E5,2.958E6,2.958E6,0,,DETECTED,2.761E5,11.0075,327.07791,327.07855,0.1139,10.9601,11.1183,327.07815,6.315E5,2.958E6,2.3361,1.6681,2.958E6,,,,
646,5.926E5,11.0075,439.20337,439.20432,10.9361,11.206,439.20373,5.089E5,5.507E6,5.507E6,1,1,DETECTED,5.926E5,11.0075,439.20337,439.20432,0.0935,10.9361,11.206,439.20373,5.089E5,5.507E6,3.1896,1.6702,5.507E6,1,0.0287,1,2
649,1.044E6,11.0075,600.46704,600.47009,10.1304,11.2859,600.469,7.063E5,1.391E6,1.391E6,0,,DETECTED,1.044E6,11.0075,600.46704,600.47009,0.812,10.1304,11.2859,600.469,7.063E5,1.391E6,0.3174,0.6587,1.391E6,,,,
653,2.522E6,11.0075,701.40894,701.41095,10.9121,11.3738,701.41016,5.658E5,1.832E7,1.832E7,4,1,DETECTED,2.522E6,11.0075,701.40894,701.41095,0.1093,10.9121,11.3738,701.41016,5.658E5,1.832E7,4.1134,3.066,1.832E7,4,-0.0413,1,2
655,3.329E5,11.0075,703.41095,703.41333,10.9521,11.1423,703.41224,5.557E5,3.251E6,3.251E6,0,,DETECTED,3.329E5,11.0075,703.41095,703.41333,0.1045,10.9521,11.1423,703.41224,5.557E5,3.251E6,2.3665,1.7162,3.251E6,,,,
656,1.18E5,11.0075,709.43579,709.43756,10.9601,11.0945,709.43657,5.459E5,1.461E6,1.461E6,0,,DETECTED,1.18E5,11.0075,709.43579,709.43756,0.0905,10.9601,11.0945,709.43657,5.459E5,1.461E6,1.833,1.4165,1.461E6,,,,
659,4.126E5,11.0075,1000.78638,1000.79108,10.9442,11.1423,1000.78881,5.217E5,4.085E6,4.085E6,0,1,DETECTED,4.126E5,11.0075,1000.78638,1000.79108,0.0921,10.9442,11.1423,1000.78881,5.217E5,4.085E6,2.1818,1.5631,4.085E6,,,1,2
661,1.027E5,11.0154,149.21198,149.21207,10.9839,11.0786,149.21201,5.982E5,1.787E6,1.787E6,0,,DETECTED,1.027E5,11.0154,149.21198,149.21207,0.0597,10.9839,11.0786,149.21201,5.982E5,1.787E6,2.0019,1.501,1.787E6,,,,
662,9.18E4,11.0154,149.32343,149.32358,10.9839,11.0707,149.32348,6.663E5,1.64E6,1.64E6,0,,DETECTED,9.18E4,11.0154,149.32343,149.32358,0.0608,10.9839,11.0707,149.32348,6.663E5,1.64E6,1.7509,1.3754,1.64E6,,,,
663,2.565E5,11.0154,165.86568,165.86589,10.9601,11.1183,165.86577,5.395E5,2.713E6,2.713E6,0,,DETECTED,2.565E5,11.0154,165.86568,165.86589,0.0978,10.9601,11.1183,165.86577,5.395E5,2.713E6,2.0544,1.4302,2.713E6,,,,
664,3.803E5,11.0154,166.10931,166.11066,10.9281,11.1821,166.11039,5.122E5,3.281E6,3.281E6,0,,DETECTED,3.803E5,11.0154,166.10931,166.11066,0.1054,10.9281,11.1821,166.11039,5.122E5,3.281E6,1.6609,1.4548,3.281E6,,,,
665,3.166E5,11.0154,177.37476,177.37512,10.9521,11.1423,177.37487,5.57E5,2.942E6,2.942E6,0,,DETECTED,3.166E5,11.0154,177.37476,177.37512,0.1072,10.9521,11.1423,177.37487,5.57E5,2.942E6,8.3909,1.5022,2.942E6,,,,
666,2.227E5,11.0154,383.14047,383.14124,10.9601,11.1104,383.14082,6.294E5,2.227E6,2.227E6,0,,DETECTED,2.227E5,11.0154,383.14047,383.14124,0.0961,10.9601,11.1104,383.14082,6.294E5,2.227E6,1.7165,1.3582,2.227E6,,,,
668,8.368E6,11.0154,607.39093,607.39301,10.4372,11.3498,607.39154,5.324E5,6.169E7,6.169E7,9,1,DETECTED,8.368E6,11.0154,607.39093,607.39301,0.1043,10.4372,11.3498,607.39154,5.324E5,6.169E7,3.2338,2.5393,6.169E7,9,-0.0651,1,4
670,3.671E5,11.0154,663.36383,663.3667,10.9521,11.1662,663.36464,5.369E5,3.715E6,3.715E6,0,1,DETECTED,3.671E5,11.0154,663.36383,663.3667,0.0983,10.9521,11.1662,663.36464,5.369E5,3.715E6,2.1726,1.6912,3.715E6,,,1,2
671,7.995E6,11.0154,665.46002,665.46246,10.4372,11.3818,665.46101,5.583E5,6.005E7,6.005E7,0,1,DETECTED,7.995E6,11.0154,665.46002,665.46246,0.1037,10.4372,11.3818,665.46101,5.583E5,6.005E7,3.214,2.6755,6.005E7,,,1,2
673,1.237E5,11.0154,666.64081,666.64569,10.9601,11.1104,666.64307,5.517E5,1.299E6,1.299E6,0,,DETECTED,1.237E5,11.0154,666.64081,666.64569,0.0932,10.9601,11.1104,666.64307,5.517E5,1.299E6,1.7165,1.3582,1.299E6,,,,
674,1.038E5,11.0154,688.4494,688.4519,10.968,11.0945,688.45044,5.483E5,1.155E6,1.155E6,0,,DETECTED,1.038E5,11.0154,688.4494,688.4519,0.1078,10.968,11.0945,688.45044,5.483E5,1.155E6,1.668,1.334,1.155E6,,,,
675,4.612E5,11.0154,694.49475,694.49738,10.9521,11.1821,694.4956,5.89E5,4.733E6,4.733E6,0,1,DETECTED,4.612E5,11.0154,694.49475,694.49738,0.1018,10.9521,11.1821,694.4956,5.89E5,4.733E6,2.0558,1.8172,4.733E6,,,1,2
676,2.848E5,11.0154,708.41199,708.41492,10.9521,11.0945,708.41274,6.335E5,3.427E6,3.427E6,0,1,DETECTED,2.848E5,11.0154,708.41199,708.41492,0.0956,10.9521,11.0945,708.41274,6.335E5,3.427E6,1.2767,1.1247,3.427E6,,,1,2
678,7.685E6,11.0154,736.54291,736.54486,10.3969,11.3099,736.54339,6.413E5,5.483E7,5.483E7,9,1,DETECTED,7.685E6,11.0154,736.54291,736.54486,0.1076,10.3969,11.3099,736.54339,6.413E5,5.483E7,3.8091,2.4305,5.483E7,9,-0.0594,1,4
681,1.927E6,11.0154,792.60577,792.60742,10.896,11.2779,792.60618,5.505E5,1.376E7,1.376E7,4,1,DETECTED,1.927E6,11.0154,792.60577,792.60742,0.1127,10.896,11.2779,792.60618,5.505E5,1.376E7,3.45,1.9809,1.376E7,4,-0.0424,1,3
684,4.371E5,11.0154,1325.90027,1325.90454,10.968,11.1024,1325.90181,5.492E5,6.439E6,6.439E6,1,1,DETECTED,4.371E5,11.0154,1325.90027,1325.90454,0.0655,10.968,11.1024,1325.90181,5.492E5,6.439E6,1.7494,1.4034,6.439E6,1,-0.0018,1,3
686,3.085E6,11.0154,1342.92712,1342.92969,10.9521,11.1741,1342.92846,5.007E5,4.51E7,4.51E7,3,1,DETECTED,3.085E6,11.0154,1342.92712,1342.92969,0.0612,10.9521,11.1741,1342.92846,5.007E5,4.51E7,1.7431,1.3988,4.51E7,3,-0.0356,1,5
691,1.083E5,11.0154,1398.98901,1398.99731,10.9759,11.0865,1398.99202,5.546E5,1.718E6,1.718E6,0,1,DETECTED,1.083E5,11.0154,1398.98901,1398.99731,0.0537,10.9759,11.0865,1398.99202,5.546E5,1.718E6,1.8016,1.4008,1.718E6,,,1,2
693,1.609E6,11.0233,495.26617,495.26697,10.9201,11.1741,495.26651,5.196E5,1.531E7,1.531E7,3,1,DETECTED,1.609E6,11.0233,495.26617,495.26697,0.0891,10.9201,11.1741,495.26651,5.196E5,1.531E7,2.125,1.3784,1.531E7,3,-0.0492,1,2
695,2.63E6,11.0233,551.32843,551.32953,10.9121,11.2539,551.32872,6.962E5,2.156E7,2.156E7,4,1,DETECTED,2.63E6,11.0233,551.32843,551.32953,0.1023,10.9121,11.2539,551.32872,6.962E5,2.156E7,2.3753,1.8446,2.156E7,4,-0.0514,1,3
696,3.603E5,11.0233,706.49438,706.49603,10.9442,11.1502,706.49502,5.531E5,4.035E6,4.035E6,0,1,DETECTED,3.603E5,11.0233,706.49438,706.49603,0.0763,10.9442,11.1502,706.49502,5.531E5,4.035E6,1.5473,1.3018,4.035E6,,,1,2
698,6.026E4,11.0233,720.51105,720.51227,11.0075,11.0707,720.51152,5.441E5,1.751E6,1.751E6,0,,DETECTED,6.026E4,11.0233,720.51105,720.51227,0.0447,11.0075,11.0707,720.51152,5.441E5,1.751E6,3.0017,2.0008,1.751E6,,,,
700,2.921E5,11.0233,747.52087,747.52649,10.9521,11.1502,747.52265,5.852E5,3.914E6,3.914E6,0,,DETECTED,2.921E5,11.0233,747.52087,747.52649,0.0745,10.9521,11.1502,747.52265,5.852E5,3.914E6,2.2081,1.3916,3.914E6,,,,
701,2.603E5,11.0233,749.53931,749.54456,10.9442,11.1104,749.54125,5.013E5,4.748E6,4.748E6,0,,DETECTED,2.603E5,11.0233,749.53931,749.54456,0.0497,10.9442,11.1104,749.54125,5.013E5,4.748E6,1.0443,1.05,4.748E6,,,,
702,4.057E5,11.0233,763.51105,763.51752,10.9442,11.1502,763.51461,5.597E5,3.674E6,3.674E6,0,1,DETECTED,4.057E5,11.0233,763.51105,763.51752,0.1143,10.9442,11.1502,763.51461,5.597E5,3.674E6,1.9726,1.3018,3.674E6,,,1,2
703,1.456E5,11.0233,774.5307,774.534,10.968,11.1104,774.53244,5.15E5,2.289E6,2.289E6,0,,DETECTED,1.456E5,11.0233,774.5307,774.534,0.0174,10.968,11.1104,774.53244,5.15E5,2.289E6,1.5746,1.2873,2.289E6,,,,
704,1.165E5,11.0233,788.54395,788.5484,11.0075,11.1104,788.5468,5.89E5,3.407E6,3.407E6,0,,DETECTED,1.165E5,11.0233,788.54395,788.5484,0.0307,11.0075,11.1104,788.5468,5.89E5,3.407E6,4.7078,3.258,3.407E6,,,,
705,8.102E5,11.0233,793.52722,793.52911,10.9361,11.1502,793.52783,6.698E5,1.173E7,1.173E7,2,1,DETECTED,8.102E5,11.0233,793.52722,793.52911,0.0732,10.9361,11.1502,793.52783,6.698E5,1.173E7,1.232,1.2902,1.173E7,2,-0.0345,1,2
707,1.031E5,11.0233,818.52301,818.52893,10.968,11.1024,818.52609,5.385E5,1.367E6,1.367E6,0,,DETECTED,1.031E5,11.0233,818.52301,818.52893,0.0627,10.968,11.1024,818.52609,5.385E5,1.367E6,1.4307,1.2153,1.367E6,,,,
708,8.068E4,11.0312,152.32643,152.32666,10.9839,11.0786,152.32657,5.669E5,1.405E6,1.405E6,0,,DETECTED,8.068E4,11.0312,152.32643,152.32666,0.0626,10.9839,11.0786,152.32657,5.669E5,1.405E6,1.0016,1.0008,1.405E6,,,,
709,7.171E4,11.0312,152.43791,152.43806,10.9839,11.0707,152.43799,5.565E5,1.319E6,1.319E6,0,,DETECTED,7.171E4,11.0312,152.43791,152.43806,0.0661,10.9839,11.0707,152.43799,5.565E5,1.319E6,0.8342,0.9171,1.319E6,,,,
710,2.192E5,11.0312,177.13052,177.13081,10.9601,11.1183,177.13063,5.303E5,2.181E6,2.181E6,0,,DETECTED,2.192E5,11.0312,177.13052,177.13081,0.121,10.9601,11.1183,177.13063,5.303E5,2.181E6,1.2256,1.1128,2.181E6,,,,
711,3.799E5,11.0312,663.54028,663.54407,10.9442,11.1423,663.54144,7.198E5,3.806E6,3.806E6,0,1,DETECTED,3.799E5,11.0312,663.54028,663.54407,0.0885,10.9442,11.1423,663.54144,7.198E5,3.806E6,0.8691,1.138,3.806E6,,,1,2
712,6.626E6,11.0312,680.47961,680.48242,10.6065,11.3259,680.48096,5.461E5,4.973E7,4.973E7,9,1,DETECTED,6.626E6,11.0312,680.47961,680.48242,0.0987,10.6065,11.3259,680.48096,5.461E5,4.973E7,2.5909,1.9756,4.973E7,9,-0.074,1,3
