id,area,rt,mz_range:min,mz_range:max,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,fragment_scans,charge,datafile:20250402_PMA_tp24_000028_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000028_01_01.mzML:area,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz,datafile:20250402_PMA_tp24_000028_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000028_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000028_01_01.mzML:height,datafile:20250402_PMA_tp24_000028_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000028_01_01.mzML:charge,datafile:20250402_PMA_tp24_000028_01_01.mzML:isotopes
1870,1.532E5,7.8372,307.22711,307.22736,7.7877,7.8701,307.22722,7.544E5,4.139E6,4.139E6,1,,DETECTED,1.532E5,7.8372,307.22711,307.22736,0.0281,7.7877,7.8701,307.22722,7.544E5,4.139E6,0.6669,0.8334,4.139E6,1,-0.0102,,
1871,2.083E5,7.8372,383.25818,383.2587,7.8124,7.9352,383.25843,5.338E5,3.655E6,3.655E6,2,,DETECTED,2.083E5,7.8372,383.25818,383.2587,0.0615,7.8124,7.9352,383.25843,5.338E5,3.655E6,4.0242,2.4814,3.655E6,2,-0.0031,,
1872,3.182E5,7.8372,515.33661,515.33777,7.7145,7.8866,515.3374,6.557E5,6.492E6,6.492E6,2,1,DETECTED,3.182E5,7.8372,515.33661,515.33777,0.0287,7.7145,7.8866,515.3374,6.557E5,6.492E6,0.4309,0.7016,6.492E6,2,-0.0114,1,2
1874,6.827E4,7.8372,533.34784,533.34882,7.7877,7.8701,533.34802,5.388E5,1.713E6,1.713E6,0,,DETECTED,6.827E4,7.8372,533.34784,533.34882,0.031,7.7877,7.8701,533.34802,5.388E5,1.713E6,0.6669,0.8334,1.713E6,,,,
1875,1.14E6,7.8372,712.42725,712.42798,7.6981,7.8866,712.42749,1.322E6,2.578E7,2.578E7,3,1,DETECTED,1.14E6,7.8372,712.42725,712.42798,0.0279,7.6981,7.8866,712.42749,1.322E6,2.578E7,0.7383,0.6565,2.578E7,3,-0.0538,1,2
1877,4.009E5,7.8372,714.43903,714.44281,7.6899,7.8701,714.4413,8.572E5,5.524E6,5.524E6,0,,DETECTED,4.009E5,7.8372,714.43903,714.44281,0.0385,7.6899,7.8701,714.4413,8.572E5,5.524E6,0.1754,0.6119,5.524E6,,,,
1879,2.363E6,7.8372,717.38232,717.38324,7.7145,7.8866,717.38259,2.429E6,5.481E7,5.481E7,4,1,DETECTED,2.363E6,7.8372,717.38232,717.38324,0.0285,7.7145,7.8866,717.38259,2.429E6,5.481E7,4.9452,0.7616,5.481E7,4,-0.0794,1,2
1881,1.02E6,7.8372,719.39392,719.39832,7.6981,7.8701,719.39678,2.5E6,1.045E7,1.045E7,3,,DETECTED,1.02E6,7.8372,719.39392,719.39832,0.1057,7.6981,7.8701,719.39678,2.5E6,1.045E7,0.2371,0.6186,1.045E7,3,-0.1258,,
1882,2.316E5,7.8372,733.35455,733.35693,7.8124,7.8866,733.35613,8.997E5,6.654E6,6.654E6,2,1,DETECTED,2.316E5,7.8372,733.35455,733.35693,0.0287,7.8124,7.8866,733.35613,8.997E5,6.654E6,15.7507,1.4998,6.654E6,2,-0.0125,1,2
1884,1.033E5,7.8372,740.45856,740.45993,7.8042,7.8784,740.45903,5.16E5,3.109E6,3.109E6,1,,DETECTED,1.033E5,7.8372,740.45856,740.45993,0.0283,7.8042,7.8784,740.45903,5.16E5,3.109E6,1.5893,1.1252,3.109E6,1,-0.0043,,
1885,1.428E5,7.8453,277.21661,277.21691,7.8208,7.8866,277.21666,8.546E5,4.664E6,4.664E6,1,,DETECTED,1.428E5,7.8453,277.21661,277.21691,0.0332,7.8208,7.8866,277.21666,8.546E5,4.664E6,1.6901,1.3422,4.664E6,1,0.0039,,
1886,1.593E5,7.8453,295.2272,295.22763,7.8208,7.8948,295.22724,5.007E5,4.964E6,4.964E6,1,,DETECTED,1.593E5,7.8453,295.2272,295.22763,0.0335,7.8208,7.8948,295.22724,5.007E5,4.964E6,2.2963,1.508,4.964E6,1,-0.002,,
1887,1.034E5,7.8453,317.2092,317.21065,7.8208,7.8866,317.2093,5.605E5,3.335E6,3.335E6,1,,DETECTED,1.034E5,7.8453,317.2092,317.21065,0.0307,7.8208,7.8866,317.2093,5.605E5,3.335E6,2.104,1.3422,3.335E6,1,0.0061,,
1888,9.668E4,7.8453,517.35236,517.35547,7.7468,7.8701,517.35329,5.547E5,1.206E6,1.206E6,0,,DETECTED,9.668E4,7.8453,517.35236,517.35547,0.0987,7.7468,7.8701,517.35329,5.547E5,1.206E6,0.2521,0.626,1.206E6,,,,
1890,1.279E5,7.8619,279.15936,279.15961,7.8289,7.9433,279.1595,6.029E5,2.102E6,2.102E6,1,,DETECTED,1.279E5,7.8619,279.15936,279.15961,0.0857,7.8289,7.9433,279.1595,6.029E5,2.102E6,2.4684,1.7342,2.102E6,1,-0.0021,,
1891,7.105E4,7.8784,317.24764,317.24805,7.8453,7.9109,317.24794,5.456E5,2.084E6,2.084E6,1,,DETECTED,7.105E4,7.8784,317.24764,317.24805,0.0351,7.8453,7.9109,317.24794,5.456E5,2.084E6,0.981,0.9905,2.084E6,1,-0.0032,,
1892,1.716E5,7.8784,353.26892,353.26935,7.8372,7.919,353.26903,5.631E5,4.535E6,4.535E6,1,,DETECTED,1.716E5,7.8784,353.26892,353.26935,0.0346,7.8372,7.919,353.26903,5.631E5,4.535E6,0.9058,0.9917,4.535E6,1,-0.0126,,
1893,1.493E5,7.8784,375.25092,375.25125,7.8372,7.9109,375.25101,7.11E5,4.116E6,4.116E6,1,,DETECTED,1.493E5,7.8784,375.25092,375.25125,0.0353,7.8372,7.9109,375.25101,7.11E5,4.116E6,0.7475,0.8938,4.116E6,1,-0.0115,,
1894,1.049E5,7.8784,618.42584,618.42822,7.8289,7.9433,618.42773,6.104E5,1.603E6,1.603E6,0,,DETECTED,1.049E5,7.8784,618.42584,618.42822,0.0833,7.8289,7.9433,618.42773,6.104E5,1.603E6,1.31,1.155,1.603E6,,,,
1895,1.186E5,7.8948,284.33136,284.3316,7.8619,7.9433,284.33151,5.635E5,2.824E6,2.824E6,1,,DETECTED,1.186E5,7.8948,284.33136,284.3316,0.0392,7.8619,7.9433,284.33151,5.635E5,2.824E6,1.8113,1.238,2.824E6,1,-0.002,,
1896,1.557E5,7.8948,762.46301,762.46393,7.8701,7.9753,762.46368,6.979E5,2.854E6,2.854E6,1,,DETECTED,1.557E5,7.8948,762.46301,762.46393,0.0765,7.8701,7.9753,762.46368,6.979E5,2.854E6,3.2684,2.1342,2.854E6,1,0.0051,,
1897,7.409E4,7.8948,992.48621,992.48712,7.8619,7.9271,992.48643,6.511E5,1.896E6,1.896E6,0,,DETECTED,7.409E4,7.8948,992.48621,992.48712,0.0398,7.8619,7.9271,992.48643,6.511E5,1.896E6,0.9839,0.9919,1.896E6,,,,
1898,8.389E5,7.9029,335.25806,335.25861,7.8535,7.9912,335.25837,2.16E6,1.057E7,1.057E7,2,1,DETECTED,8.389E5,7.9029,335.25806,335.25861,0.1006,7.8535,7.9912,335.25837,2.16E6,1.057E7,1.788,1.394,1.057E7,2,-0.0146,1,2
1899,4.835E5,7.9029,337.27402,337.27591,7.796,8.0809,337.27452,5.647E5,2.889E6,2.889E6,0,,DETECTED,4.835E5,7.9029,337.27402,337.27591,0.1291,7.796,8.0809,337.27452,5.647E5,2.889E6,1.6659,1.3329,2.889E6,,,,
1900,5.349E4,7.9029,521.30896,521.30945,7.8701,7.9271,521.30916,5.034E5,1.831E6,1.831E6,0,,DETECTED,5.349E4,7.9029,521.30896,521.30945,0.027,7.8701,7.9271,521.30916,5.034E5,1.831E6,0.7403,0.8701,1.831E6,,,,
1901,2.026E5,7.9029,1053.80969,1053.81177,7.8535,8.0394,1053.81065,5.771E5,1.697E6,1.697E6,0,,DETECTED,2.026E5,7.9029,1053.80969,1053.81177,0.1488,7.8535,8.0394,1053.81065,5.771E5,1.697E6,2.766,1.883,1.697E6,,,,
1902,2.28E5,7.9029,1059.30505,1059.30835,7.8535,8.0642,1059.30639,5.374E5,1.686E6,1.686E6,0,,DETECTED,2.28E5,7.9029,1059.30505,1059.30835,0.15,7.8535,8.0642,1059.30639,5.374E5,1.686E6,3.2672,2.1336,1.686E6,,,,
1903,1.563E5,7.9029,1412.07019,1412.07397,7.8619,8.0477,1412.0715,5.332E5,1.369E6,1.369E6,0,,DETECTED,1.563E5,7.9029,1412.07019,1412.07397,0.1208,7.8619,8.0477,1412.0715,5.332E5,1.369E6,3.5314,2.2657,1.369E6,,,,
1905,5.351E5,7.9109,517.34497,517.35352,7.8701,7.9753,517.35278,6.397E5,1.684E7,1.684E7,2,1,DETECTED,5.351E5,7.9109,517.34497,517.35352,0.0271,7.8701,7.9753,517.35278,6.397E5,1.684E7,1.2924,1.3836,1.684E7,2,-0.0053,1,2
1907,1.334E6,7.9109,714.43903,714.44299,7.8701,7.9514,714.44236,1.201E6,4.436E7,4.436E7,1,1,DETECTED,1.334E6,7.9109,714.43903,714.44299,0.0264,7.8701,7.9514,714.44236,1.201E6,4.436E7,1.3151,1.1527,4.436E7,1,-0.0064,1,4
1910,1.627E6,7.9109,719.39417,719.39783,7.8701,7.9514,719.39725,2.5E6,5.073E7,5.073E7,1,1,DETECTED,1.627E6,7.9109,719.39417,719.39783,0.0281,7.8701,7.9514,719.39725,2.5E6,5.073E7,1.4735,1.0906,5.073E7,1,0.0097,1,3
1912,2.16E5,7.9109,735.3606,735.37091,7.8866,7.9594,735.3701,6.064E5,7.392E6,7.392E6,1,,DETECTED,2.16E5,7.9109,735.3606,735.37091,0.0268,7.8866,7.9594,735.3701,6.064E5,7.392E6,1.7006,1.2304,7.392E6,1,0.0016,,
1913,7.36E4,7.9109,1054.05994,1054.06177,7.8535,7.9271,1054.0609,6.291E5,1.57E6,1.57E6,0,,DETECTED,7.36E4,7.9109,1054.05994,1054.06177,0.0535,7.8535,7.9271,1054.0609,6.291E5,1.57E6,0.2822,0.6411,1.57E6,,,,
1914,6.295E4,7.9109,1412.40564,1412.4082,7.8619,7.9433,1412.40654,5.479E5,1.263E6,1.263E6,0,,DETECTED,6.295E4,7.9109,1412.40564,1412.4082,0.046,7.8619,7.9433,1412.40654,5.479E5,1.263E6,0.6604,0.8302,1.263E6,,,,
1915,1.424E5,7.919,428.37411,428.3746,7.8866,7.9673,428.37434,6.224E5,3.732E6,3.732E6,1,,DETECTED,1.424E5,7.919,428.37411,428.3746,0.0345,7.8866,7.9673,428.37434,6.224E5,3.732E6,1.6808,1.2465,3.732E6,1,-0.0031,,
1916,1.157E5,7.919,749.40552,749.40857,7.8866,7.9673,749.40746,5.228E5,2.609E6,2.609E6,1,,DETECTED,1.157E5,7.919,749.40552,749.40857,0.0445,7.8866,7.9673,749.40746,5.228E5,2.609E6,1.493,1.2465,2.609E6,1,-0.0019,,
1917,1.815E5,7.919,1059.55591,1059.55957,7.8535,8.0477,1059.55679,5.342E5,1.49E6,1.49E6,0,,DETECTED,1.815E5,7.919,1059.55591,1059.55957,0.1481,7.8535,8.0477,1059.55679,5.342E5,1.49E6,1.9646,1.4823,1.49E6,,,,
1919,4.94E5,7.9352,313.27374,313.27506,7.8948,8.0072,313.27402,6.838E5,1.199E7,1.199E7,2,1,DETECTED,4.94E5,7.9352,313.27374,313.27506,0.0371,7.8948,8.0072,313.27402,6.838E5,1.199E7,1.465,1.3267,1.199E7,2,-0.0204,1,2
1921,7.02E4,7.9352,363.22018,363.22046,7.9029,7.9594,363.22032,5.274E5,2.317E6,2.317E6,0,,DETECTED,7.02E4,7.9352,363.22018,363.22046,0.0303,7.9029,7.9594,363.22032,5.274E5,2.317E6,0.7476,0.8738,2.317E6,,,,
1922,7.236E4,7.9352,485.28796,485.2903,7.9029,7.9673,485.28825,5.559E5,1.9E6,1.9E6,0,,DETECTED,7.236E4,7.9352,485.28796,485.2903,0.0398,7.9029,7.9673,485.28825,5.559E5,1.9E6,0.9939,0.997,1.9E6,,,,
1923,6.299E4,7.9352,522.35596,522.35663,7.8866,7.9673,522.35622,5.176E5,1.459E6,1.459E6,0,,DETECTED,6.299E4,7.9352,522.35596,522.35663,0.0496,7.8866,7.9673,522.35622,5.176E5,1.459E6,0.6614,0.8307,1.459E6,,,,
1924,3.833E5,7.9514,543.3678,543.36865,7.8535,8.0072,543.3684,7.313E5,8.264E6,8.264E6,1,1,DETECTED,3.833E5,7.9514,543.3678,543.36865,0.0289,7.8535,8.0072,543.3684,7.313E5,8.264E6,0.4747,0.79,8.264E6,1,-0.01,1,2
1926,1.572E5,7.9514,561.37848,561.37962,7.8701,7.9912,561.37896,5.302E5,3.303E6,3.303E6,1,,DETECTED,1.572E5,7.9514,561.37848,561.37962,0.0321,7.8701,7.9912,561.37896,5.302E5,3.303E6,0.5641,0.7451,3.303E6,1,0.0039,,
1927,4.133E5,7.9514,767.41736,767.41998,7.8701,7.9832,767.41933,8.599E5,7.327E6,7.327E6,2,1,DETECTED,4.133E5,7.9514,767.41736,767.41998,0.0278,7.8701,7.9832,767.41933,8.599E5,7.327E6,0.3046,0.6963,7.327E6,2,-0.0597,1,2
1929,1.149E5,7.9514,853.4538,853.45758,7.9029,8.0559,853.4554,5.154E5,1.322E6,1.322E6,0,,DETECTED,1.149E5,7.9514,853.4538,853.45758,0.0734,7.9029,8.0559,853.4554,5.154E5,1.322E6,2.1566,1.5783,1.322E6,,,,
1930,2.807E6,7.9514,902.51038,902.51178,7.8535,8.0072,902.51071,2.534E6,6.802E7,6.802E7,4,1,DETECTED,2.807E6,7.9514,902.51038,902.51178,0.0296,7.8535,8.0072,902.51071,2.534E6,6.802E7,1.4318,0.8825,6.802E7,4,-0.0679,1,4
1934,1.012E6,7.9514,907.46582,907.46704,7.8535,8.0072,907.46626,7.149E5,2.801E7,2.801E7,3,1,DETECTED,1.012E6,7.9514,907.46582,907.46704,0.0255,7.8535,8.0072,907.46626,7.149E5,2.801E7,1.0385,0.9775,2.801E7,3,-0.0526,1,3
1937,7.282E4,7.9514,923.43878,923.44049,7.9271,7.9832,923.44005,6.709E5,2.59E6,2.59E6,1,,DETECTED,7.282E4,7.9514,923.43878,923.44049,0.0263,7.9271,7.9832,923.44005,6.709E5,2.59E6,1.316,1.158,2.59E6,1,0.0061,,
1938,4.353E4,7.9514,952.54645,952.54974,7.9029,7.9753,952.5478,5.035E5,1.015E6,1.015E6,0,,DETECTED,4.353E4,7.9514,952.54645,952.54974,0.0474,7.9029,7.9753,952.5478,5.035E5,1.015E6,0.4933,0.7467,1.015E6,,,,
1939,6.282E4,7.9673,1412.40393,1412.40833,7.9433,8.0153,1412.40635,6.253E5,1.337E6,1.337E6,0,,DETECTED,6.282E4,7.9673,1412.40393,1412.40833,0.0605,7.9433,8.0153,1412.40635,6.253E5,1.337E6,1.9961,1.498,1.337E6,,,,
1940,1.627E5,7.9753,631.435,631.43803,7.8535,8.0809,631.43634,5.212E5,1.087E6,1.087E6,0,,DETECTED,1.627E5,7.9753,631.435,631.43803,0.1491,7.8535,8.0809,631.43634,5.212E5,1.087E6,0.8681,0.934,1.087E6,,,,
1941,9.376E4,7.9753,726.43457,726.43872,7.9433,8.0072,726.4363,5.884E5,2.981E6,2.981E6,1,,DETECTED,9.376E4,7.9753,726.43457,726.43872,0.0292,7.9433,8.0072,726.4363,5.884E5,2.981E6,1.1454,0.9997,2.981E6,1,0.0062,,
1942,3.056E5,7.9753,848.5,848.50122,7.8784,8.0725,848.50071,6.074E5,2.678E6,2.678E6,0,1,DETECTED,3.056E5,7.9753,848.5,848.50122,0.0963,7.8784,8.0725,848.50071,6.074E5,2.678E6,1.0046,1.0023,2.678E6,,,1,2
1944,9.124E4,7.9832,179.34143,179.34171,7.9514,8.0153,179.34153,5.428E5,2.856E6,2.856E6,0,,DETECTED,9.124E4,7.9832,179.34143,179.34171,0.031,7.9514,8.0153,179.34153,5.428E5,2.856E6,0.824,1.0024,2.856E6,,,,
1945,7.013E4,7.9832,233.19012,233.19054,7.9594,8.0153,233.19024,5.637E5,2.473E6,2.473E6,0,,DETECTED,7.013E4,7.9832,233.19012,233.19054,0.0282,7.9594,8.0153,233.19024,5.637E5,2.473E6,1.3423,1.1712,2.473E6,,,,
1946,8.512E5,7.9832,283.15408,283.15457,7.8701,8.0725,283.15426,6.689E5,1.916E7,1.916E7,3,1,DETECTED,8.512E5,7.9832,283.15408,283.15457,0.0283,7.8701,8.0725,283.15426,6.689E5,1.916E7,1.3469,0.8379,1.916E7,3,-0.0338,1,2
1948,7.527E5,7.9832,307.2269,307.22757,7.8701,8.0642,307.22703,6.077E5,2.013E7,2.013E7,2,1,DETECTED,7.527E5,7.9832,307.2269,307.22757,0.0274,7.8701,8.0642,307.22703,6.077E5,2.013E7,0.9669,0.7452,2.013E7,2,-0.0177,1,2
1950,1.431E6,7.9832,515.33679,515.33771,7.8866,8.0809,515.33711,7.372E5,4.087E7,4.087E7,2,1,DETECTED,1.431E6,7.9832,515.33679,515.33771,0.027,7.8866,8.0809,515.33711,7.372E5,4.087E7,1.0354,0.9786,4.087E7,2,-0.0269,1,2
1952,6.2E5,7.9832,533.34747,533.34882,7.8866,8.0725,533.34769,5.471E5,1.582E7,1.582E7,2,1,DETECTED,6.2E5,7.9832,533.34747,533.34882,0.0271,7.8866,8.0725,533.34769,5.471E5,1.582E7,1.9569,1.0173,1.582E7,2,-0.012,1,2
1954,5.556E5,7.9832,658.41626,658.4173,7.8535,8.0477,658.41692,5.388E5,6.808E6,6.808E6,2,1,DETECTED,5.556E5,7.9832,658.41626,658.4173,0.0696,7.8535,8.0477,658.41692,5.388E5,6.808E6,0.5344,0.6652,6.808E6,2,-0.0349,1,2
1956,7.436E6,7.9832,712.42639,712.42798,7.8866,8.0977,712.42677,9.074E5,2.235E8,2.235E8,5,1,DETECTED,7.436E6,7.9832,712.42639,712.42798,0.0269,7.8866,8.0977,712.42677,9.074E5,2.235E8,1.0229,0.9839,2.235E8,5,-0.0765,1,3
1959,9.174E6,7.9832,717.38141,717.38348,7.8866,8.1479,717.38196,7.082E5,2.313E8,2.313E8,4,1,DETECTED,9.174E6,7.9832,717.38141,717.38348,0.0304,7.8866,8.1479,717.38196,7.082E5,2.313E8,0.9718,0.7917,2.313E8,4,-0.0615,1,3
1962,1.359E6,7.9832,733.35577,733.35773,7.8866,8.0642,733.35621,7.734E5,3.463E7,3.463E7,2,1,DETECTED,1.359E6,7.9832,733.35577,733.35773,0.03,7.8866,8.0642,733.35621,7.734E5,3.463E7,0.931,0.791,3.463E7,2,-0.036,1,2
1964,1.579E5,7.9832,735.35291,735.36023,7.9514,8.0072,735.35624,1.113E6,5.583E6,5.583E6,0,,DETECTED,1.579E5,7.9832,735.35291,735.36023,0.0278,7.9514,8.0072,735.35624,1.113E6,5.583E6,0.8511,0.8757,5.583E6,,,,
1965,4.084E5,7.9832,740.45789,740.46008,7.8866,8.0559,740.45849,5.465E5,9.669E6,9.669E6,1,1,DETECTED,4.084E5,7.9832,740.45789,740.46008,0.0318,7.8866,8.0559,740.45849,5.465E5,9.669E6,1.209,1.0278,9.669E6,1,-0.0109,1,2
1967,6.393E5,7.9832,1106.73596,1106.7373,7.9433,8.0314,1106.73642,1.071E6,1.994E7,1.994E7,2,1,DETECTED,6.393E5,7.9832,1106.73596,1106.7373,0.0294,7.9433,8.0314,1106.73642,1.071E6,1.994E7,1.0461,1.099,1.994E7,2,-0.0189,1,3
1970,3.008E5,7.9832,1320.73901,1320.7439,7.9514,8.1894,1320.74136,5.009E5,3.062E6,3.062E6,1,,DETECTED,3.008E5,7.9832,1320.73901,1320.7439,0.0921,7.9514,8.1894,1320.74136,5.009E5,3.062E6,7.3239,3.7328,3.062E6,1,0.0625,,
1972,2.352E6,7.9832,1404.41016,1404.41321,7.8372,8.2715,1404.41155,9.298E5,1.753E7,1.753E7,0,1,DETECTED,2.352E6,7.9832,1404.41016,1404.41321,1.0005,7.8372,8.2715,1404.41155,9.298E5,1.753E7,1.1819,1.452,1.753E7,,,1,3
1973,2.887E6,7.9832,1404.7439,1404.74646,7.8289,8.2715,1404.74513,6.821E5,1.925E7,1.925E7,9,1,DETECTED,2.887E6,7.9832,1404.7439,1404.74646,0.7712,7.8289,8.2715,1404.74513,6.821E5,1.925E7,1.5031,1.4373,1.925E7,9,-0.1257,1,2
1974,2.406E6,7.9832,1405.07764,1405.08142,7.8289,8.1894,1405.07923,6.397E5,1.722E7,1.722E7,0,1,DETECTED,2.406E6,7.9832,1405.07764,1405.08142,0.848,7.8289,8.1894,1405.07923,6.397E5,1.722E7,1.087,2.7311,1.722E7,,,1,3
1978,5.548E4,7.9912,163.1118,163.11249,7.9594,8.0314,163.11194,5.364E5,1.22E6,1.22E6,0,,DETECTED,5.548E4,7.9912,163.1118,163.11249,0.0654,7.9594,8.0314,163.11194,5.364E5,1.22E6,1.2652,1.1326,1.22E6,,,,
1979,9.764E4,7.9912,461.32642,461.327,7.9271,8.0314,461.32682,5.22E5,1.496E6,1.496E6,0,,DETECTED,9.764E4,7.9912,461.32642,461.327,0.0723,7.9271,8.0314,461.32682,5.22E5,1.496E6,0.6282,0.8141,1.496E6,,,,
1980,1.34E5,7.9912,519.3681,519.37212,7.9673,8.0314,519.36851,7.708E5,4.351E6,4.351E6,1,,DETECTED,1.34E5,7.9912,519.3681,519.37212,0.0279,7.9673,8.0314,519.36851,7.708E5,4.351E6,1.6973,1.3439,4.351E6,1,0.013,,
1981,1.604E5,7.9912,592.54047,592.54199,7.9594,8.0394,592.54116,7.215E5,4.635E6,4.635E6,1,,DETECTED,1.604E5,7.9912,592.54047,592.54199,0.0309,7.9594,8.0394,592.54116,7.215E5,4.635E6,2.3064,1.2592,4.635E6,1,-0.0029,,
1982,2.887E5,7.9912,716.45357,716.45892,7.9514,8.0234,716.45864,5.482E5,9.266E6,9.266E6,1,1,DETECTED,2.887E5,7.9912,716.45357,716.45892,0.03,7.9514,8.0234,716.45864,5.482E5,9.266E6,1.4129,0.9477,9.266E6,1,0.005,1,2
1984,1.899E5,7.9912,906.52393,906.54279,7.9433,8.0477,906.54031,5.27E5,5.707E6,5.707E6,1,,DETECTED,1.899E5,7.9912,906.52393,906.54279,0.0274,7.9433,8.0477,906.54031,5.27E5,5.707E6,0.8277,1.2944,5.707E6,1,-0.004,,
1985,2.225E5,7.9912,1320.40564,1320.40857,7.9514,8.1312,1320.40745,5.279E5,2.471E6,2.471E6,0,,DETECTED,2.225E5,7.9912,1320.40564,1320.40857,0.098,7.9514,8.1312,1320.40745,5.279E5,2.471E6,3.5181,2.259,2.471E6,,,,
1986,1.511E5,7.9991,581.39795,581.40038,7.8619,8.0809,581.39892,5.071E5,1.161E6,1.161E6,0,,DETECTED,1.511E5,7.9991,581.39795,581.40038,0.1647,7.8619,8.0809,581.39892,5.071E5,1.161E6,0.5961,0.798,1.161E6,,,,
1987,1.469E6,7.9991,663.36987,663.3728,7.8372,8.0642,663.37242,5.339E5,1.526E7,1.526E7,4,1,DETECTED,1.469E6,7.9991,663.36987,663.3728,0.0919,7.8372,8.0642,663.37242,5.339E5,1.526E7,0.3675,0.6658,1.526E7,4,-0.1146,1,3
1990,1.898E5,7.9991,679.34244,679.34741,7.8948,8.0394,679.34637,6.021E5,2.065E6,2.065E6,0,,DETECTED,1.898E5,7.9991,679.34244,679.34741,0.182,7.8948,8.0394,679.34637,6.021E5,2.065E6,0.3863,0.6931,2.065E6,,,,
1991,5.874E5,7.9991,721.40417,721.41455,7.8866,8.0642,721.41138,5.838E5,1.205E7,1.205E7,1,1,DETECTED,5.874E5,7.9991,721.40417,721.41455,0.0262,7.8866,8.0642,721.41138,5.838E5,1.205E7,1.2558,0.932,1.205E7,1,-0.0041,1,2
1993,4.82E4,7.9991,781.43512,781.43842,7.9753,8.0314,781.43591,5.154E5,1.676E6,1.676E6,0,,DETECTED,4.82E4,7.9991,781.43512,781.43842,0.0269,7.9753,8.0314,781.43591,5.154E5,1.676E6,1.3512,1.1756,1.676E6,,,,
1994,1.014E5,7.9991,990.8064,990.80817,7.9673,8.0809,990.80704,5.844E5,1.419E6,1.419E6,0,,DETECTED,1.014E5,7.9991,990.8064,990.80817,0.0852,7.9673,8.0809,990.80704,5.844E5,1.419E6,2.572,1.786,1.419E6,,,,
1995,7.792E5,8.0234,730.43225,730.43768,7.8701,8.1062,730.43604,6.278E5,1.986E7,1.986E7,2,1,DETECTED,7.792E5,8.0234,730.43225,730.43768,0.0266,7.8701,8.1062,730.43604,6.278E5,1.986E7,1.6298,0.7209,1.986E7,2,-0.0112,1,3
1998,6.114E5,8.0234,735.39343,735.39734,7.9912,8.0809,735.39393,6.166E5,2.177E7,2.177E7,2,1,DETECTED,6.114E5,8.0234,735.39343,735.39734,0.0242,7.9912,8.0809,735.39393,6.166E5,2.177E7,1.9277,1.3839,2.177E7,2,-0.0041,1,2
2000,1.047E5,8.0234,737.38892,737.40538,7.9753,8.0559,737.39618,6.709E5,2.612E6,2.612E6,0,,DETECTED,1.047E5,8.0234,737.38892,737.40538,0.0482,7.9753,8.0559,737.39618,6.709E5,2.612E6,0.6754,0.8377,2.612E6,,,,
2001,9.485E4,8.0234,751.36761,751.36865,7.9991,8.0559,751.36799,6.269E5,3.535E6,3.535E6,1,,DETECTED,9.485E4,8.0234,751.36761,751.36865,0.0241,7.9991,8.0559,751.36799,6.269E5,3.535E6,1.7788,1.1703,3.535E6,1,0.0097,,
2002,8.642E4,8.0234,758.46912,758.47278,7.9673,8.0809,758.46988,5.45E5,1.445E6,1.445E6,0,,DETECTED,8.642E4,8.0234,758.46912,758.47278,0.1122,7.9673,8.0809,758.46988,5.45E5,1.445E6,1.0271,1.0136,1.445E6,,,,
2003,3.093E5,8.0314,335.25827,335.25861,7.9912,8.0725,335.25848,1.382E6,6.88E6,6.88E6,1,1,DETECTED,3.093E5,8.0314,335.25827,335.25861,0.0381,7.9912,8.0725,335.25848,1.382E6,6.88E6,1.0226,1.0113,6.88E6,1,-0.0041,1,2
2005,1.3E5,8.0314,517.34827,517.35358,7.9912,8.0725,517.35276,7.294E5,2.902E6,2.902E6,1,,DETECTED,1.3E5,8.0314,517.34827,517.35358,0.0539,7.9912,8.0725,517.35276,7.294E5,2.902E6,1.0226,1.0113,2.902E6,1,0.0131,,
2006,2.299E5,8.0314,543.36835,543.36884,8.0072,8.0809,543.3686,6.3E5,6.481E6,6.481E6,1,1,DETECTED,2.299E5,8.0314,543.36835,543.36884,0.0342,8.0072,8.0809,543.3686,6.3E5,6.481E6,1.6869,1.4617,6.481E6,1,-0.003,1,2
2011,1.265E5,8.0314,763.42273,763.42459,7.8948,8.0642,763.42371,5.7E5,1.281E6,1.281E6,0,,DETECTED,1.265E5,8.0314,763.42273,763.42459,0.1528,7.8948,8.0642,763.42371,5.7E5,1.281E6,0.24,0.62,1.281E6,,,,
