id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:isotopes
895,6.802E5,11.4276,149.0824,149.08266,3,11.324,11.4753,149.08251,6.155E5,6.516E6,6.516E6,,DETECTED,6.802E5,11.4276,149.0824,149.08266,3,-0.0827,0.1135,11.324,11.4753,149.08251,6.155E5,6.516E6,0.4601,0.7301,6.516E6,,
896,2.682E5,11.4276,176.10596,176.1062,0,11.324,11.4753,176.10607,7.492E5,2.807E6,2.807E6,,DETECTED,2.682E5,11.4276,176.10596,176.1062,,,0.0621,11.324,11.4753,176.10607,7.492E5,2.807E6,0.4601,0.7301,2.807E6,,
897,2.288E5,11.4276,218.13992,218.14125,0,11.324,11.5866,218.14013,5.222E5,1.233E6,1.233E6,,DETECTED,2.288E5,11.4276,218.13992,218.14125,,,0.2373,11.324,11.5866,218.14013,5.222E5,1.233E6,1.5338,1.2669,1.233E6,,
898,3.051E6,11.4356,124.08723,124.08736,4,11.324,11.4753,124.0873,5.532E6,2.711E7,2.711E7,1,DETECTED,3.051E6,11.4356,124.08723,124.08736,4,-0.0849,0.162,11.324,11.4753,124.0873,5.532E6,2.711E7,0.356,0.678,2.711E7,1,2
899,3.068E5,11.4356,161.08235,161.08258,0,11.324,11.4753,161.08249,9.708E5,2.975E6,2.975E6,,DETECTED,3.068E5,11.4356,161.08235,161.08258,,,0.1284,11.324,11.4753,161.08249,9.708E5,2.975E6,0.356,0.678,2.975E6,,
900,2.948E5,11.4356,167.09303,167.09322,0,11.324,11.4753,167.09309,8.904E5,3.039E6,3.039E6,,DETECTED,2.948E5,11.4356,167.09303,167.09322,,,0.083,11.324,11.4753,167.09309,8.904E5,3.039E6,0.356,0.678,3.039E6,,
902,1.377E5,11.4356,778.23083,778.2323,0,11.4117,11.4674,778.23162,1.159E6,4.583E6,4.583E6,1,DETECTED,1.377E5,11.4356,778.23083,778.2323,,,0.0305,11.4117,11.4674,778.23162,1.159E6,4.583E6,1.3306,1.1653,4.583E6,1,2
905,2.593E5,11.4436,776.2326,776.23395,1,11.4037,11.4912,776.23301,5.299E5,7.914E6,7.914E6,1,DETECTED,2.593E5,11.4436,776.2326,776.23395,1,-0.012,0.0295,11.4037,11.4912,776.23301,5.299E5,7.914E6,0.9215,1.37,7.914E6,1,2
906,7.315E5,11.4674,126.10284,126.10306,3,11.324,11.515,126.10295,2.094E6,5.595E6,5.595E6,,DETECTED,7.315E5,11.4674,126.10284,126.10306,3,-0.0996,0.1325,11.324,11.515,126.10295,2.094E6,5.595E6,0.3322,0.6661,5.595E6,,
907,2.876E5,11.4674,128.11853,128.11868,0,11.324,11.4753,128.1186,1.105E6,3.032E6,3.032E6,,DETECTED,2.876E5,11.4674,128.11853,128.11868,,,0.0818,11.324,11.4753,128.1186,1.105E6,3.032E6,0.0554,0.5277,3.032E6,,
908,3.324E5,11.4674,150.10283,150.10295,0,11.324,11.515,150.10288,9.163E5,2.458E6,2.458E6,,DETECTED,3.324E5,11.4674,150.10283,150.10295,,,0.1431,11.324,11.515,150.10288,9.163E5,2.458E6,0.3322,0.6661,2.458E6,,
909,4.509E5,11.4674,165.11378,165.11396,0,11.324,11.4753,165.11383,1.815E6,4.133E6,4.133E6,,DETECTED,4.509E5,11.4674,165.11378,165.11396,,,0.145,11.324,11.4753,165.11383,1.815E6,4.133E6,0.0554,0.5277,4.133E6,,
910,2.627E5,11.4674,192.12457,192.12482,0,11.324,11.515,192.12469,7.38E5,2.144E6,2.144E6,,DETECTED,2.627E5,11.4674,192.12457,192.12482,,,0.0565,11.324,11.515,192.12469,7.38E5,2.144E6,0.3322,0.6661,2.144E6,,
911,1.891E5,11.4674,194.14032,194.14055,0,11.324,11.515,194.14043,6.599E5,1.388E6,1.388E6,,DETECTED,1.891E5,11.4674,194.14032,194.14055,,,0.0963,11.324,11.515,194.14043,6.599E5,1.388E6,0.3322,0.6661,1.388E6,,
912,1.138E5,11.4674,581.52533,581.52698,0,11.4117,11.5468,581.52612,5.473E5,1.299E6,1.299E6,,DETECTED,1.138E5,11.4674,581.52533,581.52698,,,0.0753,11.4117,11.5468,581.52612,5.473E5,1.299E6,1.4268,1.2134,1.299E6,,
914,2.179E5,11.4833,366.37338,366.37381,0,11.4515,11.5787,366.3736,5.576E5,3.849E6,3.849E6,,DETECTED,2.179E5,11.4833,366.37338,366.37381,,,0.0449,11.4515,11.5787,366.3736,5.576E5,3.849E6,4.0558,2.0011,3.849E6,,
916,2.797E5,11.4912,128.11852,128.11871,0,11.4753,11.6266,128.11861,1.067E6,2.601E6,2.601E6,,DETECTED,2.797E5,11.4912,128.11852,128.11871,,,0.1299,11.4753,11.6266,128.11861,1.067E6,2.601E6,8.5245,4.7622,2.601E6,,
917,4.81E5,11.4912,138.10277,138.10289,1,11.3798,11.515,138.10284,1.978E6,5.074E6,5.074E6,,DETECTED,4.81E5,11.4912,138.10277,138.10289,1,-0.0177,0.1184,11.3798,11.515,138.10284,1.978E6,5.074E6,0.2138,0.6069,5.074E6,,
918,2.831E5,11.4912,140.08205,140.08223,0,11.4753,11.6266,140.08213,7.257E5,2.835E6,2.835E6,,DETECTED,2.831E5,11.4912,140.08205,140.08223,,,0.1126,11.4753,11.6266,140.08213,7.257E5,2.835E6,8.5245,4.7622,2.835E6,,
919,2.338E5,11.4912,140.11839,140.11862,0,11.4753,11.6266,140.11848,7.329E5,2.768E6,2.768E6,,DETECTED,2.338E5,11.4912,140.11839,140.11862,,,0.0637,11.4753,11.6266,140.11848,7.329E5,2.768E6,8.5245,4.7622,2.768E6,,
920,2.574E5,11.4912,152.11844,152.11862,0,11.324,11.515,152.11853,7.826E5,1.985E6,1.985E6,,DETECTED,2.574E5,11.4912,152.11844,152.11862,,,0.0244,11.324,11.515,152.11853,7.826E5,1.985E6,0.1424,0.5712,1.985E6,,
921,4.387E5,11.4912,165.11375,165.11397,0,11.4753,11.6266,165.11385,1.587E6,4.368E6,4.368E6,,DETECTED,4.387E5,11.4912,165.11375,165.11397,,,0.1042,11.4753,11.6266,165.11385,1.587E6,4.368E6,8.5245,4.7622,4.368E6,,
922,3.58E5,11.4912,167.12936,167.12955,0,11.324,11.515,167.12945,1.008E6,2.845E6,2.845E6,,DETECTED,3.58E5,11.4912,167.12936,167.12955,,,0.1054,11.324,11.515,167.12945,1.008E6,2.845E6,0.1424,0.5712,2.845E6,,
923,2.96E5,11.4912,177.11369,177.11398,0,11.324,11.515,177.1138,8.648E5,2.173E6,2.173E6,,DETECTED,2.96E5,11.4912,177.11369,177.11398,,,0.1787,11.324,11.515,177.1138,8.648E5,2.173E6,0.1424,0.5712,2.173E6,,
924,2.329E5,11.4912,179.12938,179.12956,0,11.324,11.515,179.12945,6.812E5,1.784E6,1.784E6,,DETECTED,2.329E5,11.4912,179.12938,179.12956,,,0.033,11.324,11.515,179.12945,6.812E5,1.784E6,0.1424,0.5712,1.784E6,,
925,1.273E5,11.4912,204.12463,204.12497,0,11.4753,11.6266,204.12481,5.012E5,1.322E6,1.322E6,,DETECTED,1.273E5,11.4912,204.12463,204.12497,,,0.1107,11.4753,11.6266,204.12481,5.012E5,1.322E6,8.5245,4.7622,1.322E6,,
926,1.539E5,11.4912,206.14034,206.14061,0,11.324,11.515,206.14042,5.226E5,1.293E6,1.293E6,,DETECTED,1.539E5,11.4912,206.14034,206.14061,,,0.132,11.324,11.515,206.14042,5.226E5,1.293E6,0.1424,0.5712,1.293E6,,
927,1.439E5,11.4992,177.12415,177.12444,0,11.4276,11.6186,177.12424,5.06E5,9.964E5,9.964E5,,DETECTED,1.439E5,11.4992,177.12415,177.12444,,,0.1762,11.4276,11.6186,177.12424,5.06E5,9.964E5,1.67,1.335,9.964E5,,
929,1.018E6,11.4992,701.41003,701.41107,0,11.3479,11.8661,701.41055,9.973E5,3.752E6,3.752E6,1,DETECTED,1.018E6,11.4992,701.41003,701.41107,,,0.1813,11.3479,11.8661,701.41055,9.973E5,3.752E6,2.426,1.713,3.752E6,1,2
930,1.404E5,11.4992,886.55902,886.56079,0,11.4833,11.5866,886.5602,6.458E5,2.5E6,2.5E6,,DETECTED,1.404E5,11.4992,886.55902,886.56079,,,0.0822,11.4833,11.5866,886.5602,6.458E5,2.5E6,5.5095,3.2548,2.5E6,,
931,1.136E7,11.5071,647.45874,647.46027,10,11.284,11.7707,647.45946,1.002E6,9.141E7,9.141E7,1,DETECTED,1.136E7,11.5071,647.45874,647.46027,10,-0.1074,0.0987,11.284,11.7707,647.45946,1.002E6,9.141E7,1.5339,1.5792,9.141E7,1,4
934,1.978E7,11.5071,663.45392,663.4549,9,11.3878,11.7707,663.45424,2.361E7,9.765E7,9.765E7,1,DETECTED,1.978E7,11.5071,663.45392,663.4549,9,-0.0847,0.1647,11.3878,11.7707,663.45424,2.361E7,9.765E7,2.2094,1.6047,9.765E7,1,4
937,1.556E5,11.5071,683.41833,683.42084,0,11.4436,11.6106,683.41926,5.642E5,1.534E6,1.534E6,,DETECTED,1.556E5,11.5071,683.41833,683.42084,,,0.1079,11.4436,11.6106,683.41926,5.642E5,1.534E6,1.6291,1.3146,1.534E6,,
939,2.075E7,11.5071,708.51172,708.51294,12,11.3878,11.8661,708.51227,1.973E7,8.424E7,8.424E7,1,DETECTED,2.075E7,11.5071,708.51172,708.51294,12,-0.1097,0.1961,11.3878,11.8661,708.51227,1.973E7,8.424E7,3.009,2.0045,8.424E7,1,4
941,3.467E6,11.5071,736.54352,736.54449,11,11.3878,11.8661,736.54384,3.31E6,1.563E7,1.563E7,1,DETECTED,3.467E6,11.5071,736.54352,736.54449,11,-0.0824,0.1643,11.3878,11.8661,736.54384,3.31E6,1.563E7,3.009,2.0045,1.563E7,1,3
945,1.145E6,11.5071,792.6059,792.60736,2,11.284,11.7308,792.60659,1.25E6,4.927E6,4.927E6,1,DETECTED,1.145E6,11.5071,792.6059,792.60736,2,0.0061,0.2849,11.284,11.7308,792.60659,1.25E6,4.927E6,1.0027,1.0013,4.927E6,1,2
947,2.821E5,11.5071,896.77045,896.77362,0,11.2281,11.5787,896.77201,5.473E5,1.232E6,1.232E6,,DETECTED,2.821E5,11.5071,896.77045,896.77362,,,0.2436,11.2281,11.5787,896.77201,5.473E5,1.232E6,0.2566,0.6283,1.232E6,,
949,2.081E6,11.515,680.48083,680.48212,6,11.3559,11.7707,680.48136,2.241E6,1.016E7,1.016E7,1,DETECTED,2.081E6,11.515,680.48083,680.48212,6,-0.0813,0.1623,11.3559,11.7707,680.48136,2.241E6,1.016E7,1.6064,1.3032,1.016E7,1,2
952,1.286E6,11.515,750.40497,750.40857,3,11.3639,11.7388,750.40773,5.044E5,7.609E6,7.609E6,1,DETECTED,1.286E6,11.515,750.40497,750.40857,3,-0.0336,0.1751,11.3639,11.7388,750.40773,5.044E5,7.609E6,1.8289,1.1785,7.609E6,1,2
953,1.755E5,11.523,165.85989,165.86009,0,11.4276,11.6346,165.85996,5.238E5,1.245E6,1.245E6,,DETECTED,1.755E5,11.523,165.85989,165.86009,,,0.1824,11.4276,11.6346,165.85996,5.238E5,1.245E6,1.1709,1.0855,1.245E6,,
954,7.898E5,11.523,551.32855,551.32971,0,11.284,11.6747,551.32905,1.057E6,3.707E6,3.707E6,1,DETECTED,7.898E5,11.523,551.32855,551.32971,,,0.3307,11.284,11.6747,551.32905,1.057E6,3.707E6,0.6349,0.8175,3.707E6,1,2
956,2.135E6,11.523,607.39142,607.39282,6,11.4037,11.7707,607.39229,2.501E6,1.146E7,1.146E7,1,DETECTED,2.135E6,11.523,607.39142,607.39282,6,-0.0812,0.1658,11.4037,11.7707,607.39229,2.501E6,1.146E7,2.0775,1.5387,1.146E7,1,2
959,4.681E5,11.523,681.41864,681.42157,0,11.4276,11.6827,681.42094,5.718E5,3.591E6,3.591E6,1,DETECTED,4.681E5,11.523,681.41864,681.42157,,,0.1245,11.4276,11.6827,681.42094,5.718E5,3.591E6,2.8959,1.3376,3.591E6,1,2
960,2.681E6,11.523,685.43634,685.43701,9,11.3798,11.8343,685.43665,2.252E6,1.083E7,1.083E7,1,DETECTED,2.681E6,11.523,685.43634,685.43701,9,-0.1074,0.2757,11.3798,11.8343,685.43665,2.252E6,1.083E7,2.1747,1.5874,1.083E7,1,2
963,1.756E5,11.523,726.46124,726.46417,0,11.4197,11.6026,726.46276,6.309E5,1.566E6,1.566E6,,DETECTED,1.756E5,11.523,726.46124,726.46417,,,0.0932,11.4197,11.6026,726.46276,6.309E5,1.566E6,0.7709,0.8855,1.566E6,,
964,6.798E5,11.523,752.40643,752.40851,0,11.3958,11.7467,752.40729,5.557E5,3.778E6,3.778E6,1,DETECTED,6.798E5,11.523,752.40643,752.40851,,,0.168,11.3958,11.7467,752.40729,5.557E5,3.778E6,1.7527,1.3795,3.778E6,1,2
965,2.34E5,11.523,922.67108,922.67529,0,11.4515,11.7067,922.67339,5.256E5,1.326E6,1.326E6,1,DETECTED,2.34E5,11.523,922.67108,922.67529,,,0.1912,11.4515,11.7067,922.67339,5.256E5,1.326E6,2.5711,1.7856,1.326E6,1,2
966,7.776E4,11.523,1342.92651,1342.93115,0,11.4595,11.5707,1342.92826,5.026E5,1.008E6,1.008E6,,DETECTED,7.776E4,11.523,1342.92651,1342.93115,,,0.0952,11.4595,11.5707,1342.92826,5.026E5,1.008E6,0.7514,0.8757,1.008E6,,
967,3.328E6,11.5309,124.08727,124.0874,3,11.4753,11.6266,124.08731,1.029E7,3.53E7,3.53E7,1,DETECTED,3.328E6,11.5309,124.08727,124.0874,3,-0.0211,0.0482,11.4753,11.6266,124.08731,1.029E7,3.53E7,1.7213,1.3607,3.53E7,1,2
969,2.182E5,11.5309,135.07933,135.07954,0,11.4753,11.6266,135.07942,5.718E5,2.146E6,2.146E6,,DETECTED,2.182E5,11.5309,135.07933,135.07954,,,0.0636,11.4753,11.6266,135.07942,5.718E5,2.146E6,1.7213,1.3607,2.146E6,,
970,3.652E5,11.5309,138.10281,138.10298,0,11.515,11.6266,138.10288,1.881E6,4.133E6,4.133E6,,DETECTED,3.652E5,11.5309,138.10281,138.10298,,,0.05,11.515,11.6266,138.10288,1.881E6,4.133E6,6.0241,3.5121,4.133E6,,
971,2.259E5,11.5309,176.10597,176.10609,0,11.4753,11.5866,176.10603,7.492E5,3.234E6,3.234E6,,DETECTED,2.259E5,11.5309,176.10597,176.10609,,,0.0573,11.4753,11.5866,176.10603,7.492E5,3.234E6,1.0025,1.0012,3.234E6,,
972,1.576E5,11.5309,179.09294,179.09319,0,11.4753,11.5707,179.09306,6.348E5,2.531E6,2.531E6,,DETECTED,1.576E5,11.5309,179.09294,179.09319,,,0.0371,11.4753,11.5707,179.09306,6.348E5,2.531E6,0.7158,0.8579,2.531E6,,
973,4.845E5,11.5309,495.26566,495.26752,0,11.3878,11.7787,495.26668,6.088E5,2.246E6,2.246E6,,DETECTED,4.845E5,11.5309,495.26566,495.26752,,,0.1775,11.3878,11.7787,495.26668,6.088E5,2.246E6,1.7308,1.3654,2.246E6,,
974,2.409E5,11.5309,793.52661,793.52942,0,11.4037,11.6266,793.52814,5.524E5,1.759E6,1.759E6,,DETECTED,2.409E5,11.5309,793.52661,793.52942,,,0.1752,11.4037,11.6266,793.52814,5.524E5,1.759E6,0.7523,0.8761,1.759E6,,
975,3.55E5,11.5389,136.08716,136.08733,0,11.515,11.6266,136.08724,1.969E6,4.177E6,4.177E6,,DETECTED,3.55E5,11.5389,136.08716,136.08733,,,0.0832,11.515,11.6266,136.08724,1.969E6,4.177E6,3.6786,2.3393,4.177E6,,
976,1.785E5,11.5389,148.08716,148.08731,0,11.515,11.6266,148.08723,8.108E5,2.123E6,2.123E6,,DETECTED,1.785E5,11.5389,148.08716,148.08731,,,0.0738,11.515,11.6266,148.08723,8.108E5,2.123E6,3.6786,2.3393,2.123E6,,
977,1.376E5,11.5389,152.11847,152.11867,0,11.515,11.6266,152.11858,6.483E5,1.781E6,1.781E6,,DETECTED,1.376E5,11.5389,152.11847,152.11867,,,0.085,11.515,11.6266,152.11858,6.483E5,1.781E6,3.6786,2.3393,1.781E6,,
978,3.225E5,11.5389,161.08238,161.0826,0,11.4753,11.6266,161.08249,9.952E5,3.147E6,3.147E6,,DETECTED,3.225E5,11.5389,161.08238,161.0826,,,0.1109,11.4753,11.6266,161.08249,9.952E5,3.147E6,1.3803,1.1902,3.147E6,,
979,7.051E5,11.5389,163.09804,163.09825,3,11.4753,11.6266,163.09812,2.382E6,7.561E6,7.561E6,,DETECTED,7.051E5,11.5389,163.09804,163.09825,3,-0.0041,0.0718,11.4753,11.6266,163.09812,2.382E6,7.561E6,1.3803,1.1902,7.561E6,,
980,1.949E5,11.5389,167.12939,167.12956,0,11.515,11.6266,167.12948,8.187E5,2.422E6,2.422E6,,DETECTED,1.949E5,11.5389,167.12939,167.12956,,,0.0737,11.515,11.6266,167.12948,8.187E5,2.422E6,3.6786,2.3393,2.422E6,,
981,1.143E5,11.5389,175.09816,175.0985,0,11.515,11.6266,175.0983,5.452E5,1.548E6,1.548E6,,DETECTED,1.143E5,11.5389,175.09816,175.0985,,,0.0346,11.515,11.6266,175.0983,5.452E5,1.548E6,3.6786,2.3393,1.548E6,,
982,1.722E5,11.5389,177.11371,177.11394,0,11.515,11.6266,177.11381,8.648E5,2.072E6,2.072E6,,DETECTED,1.722E5,11.5389,177.11371,177.11394,,,0.0432,11.515,11.6266,177.11381,8.648E5,2.072E6,3.6786,2.3393,2.072E6,,
983,1.658E5,11.5389,202.10896,202.10925,0,11.4753,11.5946,202.10907,6.007E5,2.01E6,2.01E6,,DETECTED,1.658E5,11.5389,202.10896,202.10925,,,0.0742,11.4753,11.5946,202.10907,6.007E5,2.01E6,0.8773,0.9386,2.01E6,,
984,2.284E5,11.5389,340.35806,340.35947,0,11.4992,11.6346,340.35835,5.203E5,3.972E6,3.972E6,,DETECTED,2.284E5,11.5389,340.35806,340.35947,,,0.0453,11.4992,11.6346,340.35835,5.203E5,3.972E6,2.1771,1.705,3.972E6,,
985,2.111E5,11.5548,158.96428,158.96445,0,11.3878,11.5707,158.96437,7.231E5,1.505E6,1.505E6,,DETECTED,2.111E5,11.5548,158.96428,158.96445,,,0.2811,11.3878,11.5707,158.96437,7.231E5,1.505E6,0.0953,0.5477,1.505E6,,
986,3.819E5,11.5627,126.10292,126.10303,2,11.515,11.6266,126.10297,1.929E6,4.67E6,4.67E6,,DETECTED,3.819E5,11.5627,126.10292,126.10303,2,0.0061,0.0394,11.515,11.6266,126.10297,1.929E6,4.67E6,1.3387,1.1693,4.67E6,,
987,1.104E5,11.5627,134.07156,134.07172,0,11.515,11.6266,134.07163,5.757E5,1.296E6,1.296E6,,DETECTED,1.104E5,11.5627,134.07156,134.07172,,,0.0484,11.515,11.6266,134.07163,5.757E5,1.296E6,1.3387,1.1693,1.296E6,,
988,7.08E5,11.5627,149.08246,149.08264,3,11.4753,11.6266,149.08253,2.178E6,6.573E6,6.573E6,,DETECTED,7.08E5,11.5627,149.08246,149.08264,3,-0.0654,0.1304,11.4753,11.6266,149.08253,2.178E6,6.573E6,0.7306,0.8653,6.573E6,,
989,1.832E5,11.5627,150.10281,150.10301,0,11.515,11.6266,150.10291,9.163E5,2.138E6,2.138E6,,DETECTED,1.832E5,11.5627,150.10281,150.10301,,,0.0461,11.515,11.6266,150.10291,9.163E5,2.138E6,1.3387,1.1693,2.138E6,,
990,4.351E5,11.5627,151.09805,151.09822,2,11.515,11.6266,151.09814,2.297E6,5.183E6,5.183E6,,DETECTED,4.351E5,11.5627,151.09805,151.09822,2,0.005,0.0387,11.515,11.6266,151.09814,2.297E6,5.183E6,1.3387,1.1693,5.183E6,,
991,4.133E5,11.5627,153.11371,153.11388,2,11.515,11.6266,153.1138,2.168E6,5.141E6,5.141E6,,DETECTED,4.133E5,11.5627,153.11371,153.11388,2,-0.0177,0.0343,11.515,11.6266,153.1138,2.168E6,5.141E6,1.3387,1.1693,5.141E6,,
992,1.841E5,11.5627,178.10895,178.10922,0,11.4753,11.6266,178.10908,7.52E5,1.728E6,1.728E6,,DETECTED,1.841E5,11.5627,178.10895,178.10922,,,0.0784,11.4753,11.6266,178.10908,7.52E5,1.728E6,0.7306,0.8653,1.728E6,,
993,1.3E5,11.5627,179.12935,179.12961,0,11.515,11.6266,179.12949,6.812E5,1.636E6,1.636E6,,DETECTED,1.3E5,11.5627,179.12935,179.12961,,,0.0387,11.515,11.6266,179.12949,6.812E5,1.636E6,1.3387,1.1693,1.636E6,,
994,1.554E5,11.5627,190.10887,190.1093,0,11.515,11.6266,190.10908,7.51E5,1.729E6,1.729E6,,DETECTED,1.554E5,11.5627,190.10887,190.1093,,,0.0598,11.515,11.6266,190.10908,7.51E5,1.729E6,1.3387,1.1693,1.729E6,,
995,1.53E5,11.5627,192.12457,192.12485,0,11.515,11.6266,192.12473,7.38E5,1.847E6,1.847E6,,DETECTED,1.53E5,11.5627,192.12457,192.12485,,,0.0351,11.515,11.6266,192.12473,7.38E5,1.847E6,1.3387,1.1693,1.847E6,,
997,8.499E4,11.5787,179.09308,179.0932,0,11.5707,11.6266,179.09315,1.081E6,1.972E6,1.972E6,,DETECTED,8.499E4,11.5787,179.09308,179.0932,,,0.1809,11.5707,11.6266,179.09315,1.081E6,1.972E6,6.0122,3.5061,1.972E6,,
998,4.517E5,11.5866,815.59772,815.60339,0,11.4753,11.8582,815.60125,5.209E5,2.062E6,2.062E6,,DETECTED,4.517E5,11.5866,815.59772,815.60339,,,0.2567,11.4753,11.8582,815.60125,5.209E5,2.062E6,2.4392,1.7196,2.062E6,,
999,2.225E5,11.5866,838.67499,838.67841,0,11.4912,11.7707,838.67676,5.357E5,1.297E6,1.297E6,,DETECTED,2.225E5,11.5866,838.67499,838.67841,,,0.199,11.4912,11.7707,838.67676,5.357E5,1.297E6,1.9287,1.4644,1.297E6,,
1000,1.724E5,11.6026,122.07165,122.07178,0,11.515,11.6266,122.0717,9.006E5,2.041E6,2.041E6,,DETECTED,1.724E5,11.6026,122.07165,122.07178,,,0.0191,11.515,11.6266,122.0717,9.006E5,2.041E6,0.2739,0.637,2.041E6,,
1001,8.125E4,11.6106,166.09778,166.09802,0,11.515,11.6266,166.0979,5.083E5,9.409E5,9.409E5,,DETECTED,8.125E4,11.6106,166.09778,166.09802,,,0.1422,11.515,11.6266,166.0979,5.083E5,9.409E5,0.1673,0.5837,9.409E5,,
1002,3.168E5,11.6106,167.09302,167.09323,0,11.4753,11.6266,167.09312,8.904E5,2.972E6,2.972E6,,DETECTED,3.168E5,11.6106,167.09302,167.09323,,,0.141,11.4753,11.6266,167.09312,8.904E5,2.972E6,0.1182,0.5591,2.972E6,,
1003,3.319E5,11.6266,731.60248,731.60553,0,11.523,11.8582,731.60397,5.266E5,1.439E6,1.439E6,,DETECTED,3.319E5,11.6266,731.60248,731.60553,,,0.2492,11.523,11.8582,731.60397,5.266E5,1.439E6,2.2345,1.6173,1.439E6,,
1004,3.24E5,11.6426,122.07166,122.07182,0,11.6266,11.8105,122.07174,1.017E6,2.475E6,2.475E6,,DETECTED,3.24E5,11.6426,122.07166,122.07182,,,0.202,11.6266,11.8105,122.07174,1.017E6,2.475E6,10.4799,5.74,2.475E6,,
1005,6.813E5,11.6426,136.08717,136.08734,3,11.6266,11.8105,136.08728,2.038E6,5.683E6,5.683E6,,DETECTED,6.813E5,11.6426,136.08717,136.08734,3,0.0039,0.026,11.6266,11.8105,136.08728,2.038E6,5.683E6,10.4799,5.74,5.683E6,,
1006,2.696E5,11.6426,139.09799,139.09825,0,11.515,11.8105,139.09812,5.131E5,1.432E6,1.432E6,,DETECTED,2.696E5,11.6426,139.09799,139.09825,,,0.1383,11.515,11.8105,139.09812,5.131E5,1.432E6,1.3159,1.1579,1.432E6,,
1007,3.364E5,11.6426,148.08719,148.08736,0,11.6266,11.8105,148.08728,1.011E6,2.608E6,2.608E6,,DETECTED,3.364E5,11.6426,148.08719,148.08736,,,0.0332,11.6266,11.8105,148.08728,1.011E6,2.608E6,10.4799,5.74,2.608E6,,
1008,3.63E5,11.6426,150.10287,150.10303,0,11.6266,11.8105,150.10296,9.48E5,2.638E6,2.638E6,,DETECTED,3.63E5,11.6426,150.10287,150.10303,,,0.1486,11.6266,11.8105,150.10296,9.48E5,2.638E6,10.4799,5.74,2.638E6,,
1009,6.478E5,11.6426,151.09811,151.09825,3,11.6266,11.7787,151.09819,2.297E6,5.937E6,5.937E6,,DETECTED,6.478E5,11.6426,151.09811,151.09825,3,0.0222,0.0306,11.6266,11.7787,151.09819,2.297E6,5.937E6,8.4927,4.7464,5.937E6,,
1010,1.211E5,11.6426,152.11858,152.1187,0,11.6266,11.7067,152.11863,6.483E5,2.099E6,2.099E6,,DETECTED,1.211E5,11.6426,152.11858,152.1187,,,0.0308,11.6266,11.7067,152.11863,6.483E5,2.099E6,4.0026,2.5013,2.099E6,,
1011,1.287E6,11.6426,163.09807,163.09827,5,11.6266,11.8582,163.09818,2.813E6,8.33E6,8.33E6,,DETECTED,1.287E6,11.6426,163.09807,163.09827,5,0.0097,0.0267,11.6266,11.8582,163.09818,2.813E6,8.33E6,13.4548,7.2274,8.33E6,,
1012,6.11E5,11.6426,165.1138,165.11398,2,11.6266,11.8105,165.11392,1.587E6,4.615E6,4.615E6,,DETECTED,6.11E5,11.6426,165.1138,165.11398,2,0.0622,0.1339,11.6266,11.8105,165.11392,1.587E6,4.615E6,10.4799,5.74,4.615E6,,
1013,3.729E5,11.6426,167.12941,167.12961,0,11.6266,11.8105,167.12954,8.187E5,3.074E6,3.074E6,,DETECTED,3.729E5,11.6426,167.12941,167.12961,,,0.1268,11.6266,11.8105,167.12954,8.187E5,3.074E6,10.4799,5.74,3.074E6,,
1014,2.709E5,11.6426,175.09813,175.09851,0,11.6266,11.8582,175.09835,6.19E5,1.642E6,1.642E6,,DETECTED,2.709E5,11.6426,175.09813,175.09851,,,0.1353,11.6266,11.8582,175.09835,6.19E5,1.642E6,13.4548,7.2274,1.642E6,,
1015,3.523E5,11.6426,177.11377,177.11415,0,11.6266,11.8343,177.11399,1.03E6,2.48E6,2.48E6,,DETECTED,3.523E5,11.6426,177.11377,177.11415,,,0.0284,11.6266,11.8343,177.11399,1.03E6,2.48E6,11.9672,6.4836,2.48E6,,
