id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:isotopes
14,6.155E5,0.4927,182.02933,182.02943,3,0.4584,0.5874,182.02937,5.249E5,1.008E7,1.008E7,,DETECTED,6.155E5,0.4927,182.02933,182.02943,3,-0.0132,0.0627,0.4584,0.5874,182.02937,5.249E5,1.008E7,3.3803,2.2806,1.008E7,,
15,1.041E5,0.5786,238.91461,238.91486,2,0.5013,0.64,238.91469,5.182E5,1.057E6,1.057E6,,DETECTED,1.041E5,0.5786,238.91461,238.91486,2,-0.0367,0.1226,0.5013,0.64,238.91469,5.182E5,1.057E6,0.7943,0.8971,1.057E6,,
16,1.086E6,0.6748,139.98244,139.9826,9,0.4842,0.6838,139.98253,3.113E6,9.241E6,9.241E6,,DETECTED,1.086E6,0.6748,139.98244,139.9826,9,-0.1879,0.1286,0.4842,0.6838,139.98253,3.113E6,9.241E6,0.0469,0.5235,9.241E6,,
17,5.764E5,0.6748,176.97214,176.97234,15,0.5271,1.2684,176.97226,5.182E5,9.546E5,9.546E5,,DETECTED,5.764E5,0.6748,176.97214,176.97234,15,-0.1244,0.6641,0.5271,1.2684,176.97226,5.182E5,9.546E5,4.0166,2.5083,9.546E5,,
18,6.92E5,0.7718,186.95648,186.95677,18,0.5271,1.3846,186.95659,5.176E5,1.045E6,1.045E6,,DETECTED,6.92E5,0.7718,186.95648,186.95677,18,-0.1882,0.9727,0.5271,1.3846,186.95659,5.176E5,1.045E6,2.5042,1.7521,1.045E6,,
19,4.681E5,0.7893,137.98727,137.98741,7,0.5874,1.0098,137.98733,6.797E5,1.449E6,1.449E6,,DETECTED,4.681E5,0.7893,137.98727,137.98741,7,-0.1269,0.1356,0.5874,1.0098,137.98733,6.797E5,1.449E6,1.092,1.046,1.449E6,,
20,1.053E6,0.7893,139.98244,139.98264,5,0.6838,0.8156,139.9826,4.979E6,1.053E7,1.053E7,,DETECTED,1.053E6,0.7893,139.98244,139.98264,5,-0.0862,0.1,0.6838,0.8156,139.9826,4.979E6,1.053E7,0.249,0.6245,1.053E7,,
21,5.033E6,0.7893,158.96156,158.96181,20,0.5013,1.3846,158.96166,2.788E6,7.107E6,7.107E6,,DETECTED,5.033E6,0.7893,158.96156,158.96181,20,-0.2606,0.9069,0.5013,1.3846,158.96166,2.788E6,7.107E6,2.0664,1.5332,7.107E6,,
22,4.746E5,0.7893,217.95975,217.95996,12,0.5613,1.117,217.95986,5.174E5,1.169E6,1.169E6,,DETECTED,4.746E5,0.7893,217.95975,217.95996,12,-0.1794,0.4969,0.5613,1.117,217.95986,5.174E5,1.169E6,1.4372,1.2186,1.169E6,,
23,6.51E5,0.8686,224.89894,224.89917,14,0.5699,1.1795,224.89908,5.884E5,1.332E6,1.332E6,,DETECTED,6.51E5,0.8686,224.89894,224.89917,14,-0.2662,0.583,0.5699,1.1795,224.89908,5.884E5,1.332E6,1.0411,1.0206,1.332E6,,
24,1.914E5,1.1615,182.02933,182.02948,3,1.1259,1.2504,182.02943,5.956E5,3.04E6,3.04E6,,DETECTED,1.914E5,1.1615,182.02933,182.02948,3,-0.0228,0.0618,1.1259,1.2504,182.02943,5.956E5,3.04E6,2.4842,1.7502,3.04E6,,
25,1.617E6,1.2951,139.9825,139.98279,12,1.117,1.3846,139.98262,3.529E6,7.795E6,7.795E6,,DETECTED,1.617E6,1.2951,139.9825,139.98279,12,-0.1498,0.1571,1.117,1.3846,139.98262,3.529E6,7.795E6,0.5025,0.7512,7.795E6,,
26,1.346E6,1.3486,247.91493,247.91588,33,0.6049,2.065,247.91525,5.161E5,1.192E6,1.192E6,,DETECTED,1.346E6,1.3486,247.91493,247.91588,33,-0.7201,1.4112,0.6049,2.065,247.91525,5.161E5,1.192E6,0.9632,0.9816,1.192E6,,
27,9.265E5,1.4114,139.98259,139.98274,8,1.3846,1.5912,139.98266,2.805E6,6.496E6,6.496E6,,DETECTED,9.265E5,1.4114,139.98259,139.98274,8,0.0028,0.1689,1.3846,1.5912,139.98266,2.805E6,6.496E6,6.7099,3.8549,6.496E6,,
28,1.396E5,2.0831,283.17572,283.17609,2,2.0283,2.1191,283.17597,7.573E5,2.871E6,2.871E6,,DETECTED,1.396E5,2.0831,283.17572,283.17609,2,-0.0405,0.0547,2.0283,2.1191,283.17597,7.573E5,2.871E6,0.6583,0.8291,2.871E6,,
29,1.773E5,2.0831,300.20255,300.20276,2,2.0283,2.1282,300.20264,5.642E5,3.415E6,3.415E6,,DETECTED,1.773E5,2.0831,300.20255,300.20276,2,-0.0416,0.0575,2.0283,2.1282,300.20264,5.642E5,3.415E6,0.744,0.9125,3.415E6,,
30,9.483E4,2.2104,286.21332,286.21344,2,2.1648,2.2466,286.21337,5.623E5,1.991E6,1.991E6,,DETECTED,9.483E4,2.2104,286.21332,286.21344,2,-0.0313,0.0511,2.1648,2.2466,286.21337,5.623E5,1.991E6,0.7952,0.8976,1.991E6,,
31,1.236E5,2.2734,327.20233,327.20239,2,2.2466,2.3094,327.20237,7.707E5,4.259E6,4.259E6,,DETECTED,1.236E5,2.2734,327.20233,327.20239,2,-0.0115,0.0283,2.2466,2.3094,327.20237,7.707E5,4.259E6,1.5348,1.172,4.259E6,,
32,3.361E5,2.2734,344.22894,344.2291,2,2.2466,2.3368,344.22897,5.484E5,1.076E7,1.076E7,,DETECTED,3.361E5,2.2734,344.22894,344.2291,2,-0.0138,0.0287,2.2466,2.3368,344.22897,5.484E5,1.076E7,1.8539,1.5335,1.076E7,,
33,9.112E4,2.445,340.26059,340.2608,2,2.4003,2.4812,340.26071,5.251E5,1.938E6,1.938E6,,DETECTED,9.112E4,2.445,340.26059,340.2608,2,-0.0228,0.0489,2.4003,2.4812,340.26071,5.251E5,1.938E6,0.8094,0.9047,1.938E6,,
34,4.275E5,2.445,388.25485,388.2551,2,2.4182,2.5086,388.25497,5.78E5,1.703E7,1.703E7,,DETECTED,4.275E5,2.445,388.25485,388.2551,2,-0.0137,0.0222,2.4182,2.5086,388.25497,5.78E5,1.703E7,1.5961,1.6084,1.703E7,,
35,4.507E5,2.5908,432.28168,432.28223,2,2.5638,2.6545,432.28179,5.597E5,1.753E7,1.753E7,,DETECTED,4.507E5,2.5908,432.28168,432.28223,2,-0.0129,0.0221,2.5638,2.6545,432.28179,5.597E5,1.753E7,1.9953,1.7337,1.753E7,,
36,4.378E5,2.7272,476.30436,476.30853,2,2.7005,2.782,476.30803,5.795E5,1.641E7,1.641E7,,DETECTED,4.378E5,2.7272,476.30436,476.30853,2,-0.0138,0.0236,2.7005,2.782,476.30803,5.795E5,1.641E7,1.4013,1.1947,1.641E7,,
37,3.107E5,2.7907,418.2478,418.24835,2,2.7636,2.8445,418.24789,5.452E5,1.261E7,1.261E7,,DETECTED,3.107E5,2.7907,418.2478,418.24835,2,-0.006,0.0229,2.7636,2.8445,418.24789,5.452E5,1.261E7,1.5484,1.6064,1.261E7,,
38,3.417E5,2.8356,520.33441,520.33484,2,2.818,2.8899,520.33451,6.148E5,1.254E7,1.254E7,,DETECTED,3.417E5,2.8356,520.33441,520.33484,2,-0.0049,0.0237,2.818,2.8899,520.33451,6.148E5,1.254E7,1.9673,1.7733,1.254E7,,
39,5.174E5,2.9079,462.27405,462.27469,2,2.8809,2.9891,462.27415,5.586E5,1.954E7,1.954E7,,DETECTED,5.174E5,2.9079,462.27405,462.27469,2,-0.0129,0.023,2.8809,2.9891,462.27415,5.586E5,1.954E7,1.8572,1.6978,1.954E7,,
40,2.765E5,2.9432,564.36047,564.3609,2,2.9166,2.9891,564.36061,5.474E5,1.228E7,1.228E7,,DETECTED,2.765E5,2.9432,564.36047,564.3609,2,-0.0138,0.0195,2.9166,2.9891,564.36061,5.474E5,1.228E7,1.5986,1.4905,1.228E7,,
41,6.411E5,3.0159,506.30066,506.30115,3,2.9891,3.1141,506.30072,5.574E5,2.429E7,2.429E7,1,DETECTED,6.411E5,3.0159,506.30066,506.30115,3,-0.0137,0.0247,2.9891,3.1141,506.30072,5.574E5,2.429E7,1.5867,1.5286,2.429E7,1,2
43,1.933E5,3.0424,608.3869,608.39441,1,3.0159,3.0788,608.38714,6.273E5,7.252E6,7.252E6,,DETECTED,1.933E5,3.0424,608.3869,608.39441,1,-0.0116,0.0237,3.0159,3.0788,608.38714,6.273E5,7.252E6,0.9881,1.0701,7.252E6,,
44,7.948E4,3.1055,173.08143,173.08174,2,3.0424,3.141,173.08166,5.615E5,1.147E6,1.147E6,,DETECTED,7.948E4,3.1055,173.08143,173.08174,2,-0.0489,0.0805,3.0424,3.141,173.08166,5.615E5,1.147E6,0.5618,0.7809,1.147E6,,
45,2.502E5,3.1055,217.10518,217.10799,4,3.0247,3.1866,217.10791,5.093E5,2.86E6,2.86E6,,DETECTED,2.502E5,3.1055,217.10518,217.10799,4,-0.0658,0.0831,3.0247,3.1866,217.10791,5.093E5,2.86E6,1.2156,1.0019,2.86E6,,
46,6.555E5,3.1141,550.32672,550.32733,2,3.0878,3.2041,550.3269,6.502E5,2.5E7,2.5E7,1,DETECTED,6.555E5,3.1141,550.32672,550.32733,2,-0.0134,0.0266,3.0878,3.2041,550.3269,6.502E5,2.5E7,1.4512,1.1816,2.5E7,1,2
48,5.481E5,3.1953,594.35315,594.35394,2,3.1777,3.2853,594.35332,5.435E5,1.974E7,1.974E7,,DETECTED,5.481E5,3.1953,594.35315,594.35394,2,-0.0048,0.0235,3.1777,3.2853,594.35332,5.435E5,1.974E7,1.9009,1.7455,1.974E7,,
49,3.639E5,3.2767,638.37994,638.38043,2,3.2589,3.3304,638.38001,5.607E5,1.431E7,1.431E7,,DETECTED,3.639E5,3.2767,638.37994,638.38043,2,-0.0048,0.0224,3.2589,3.3304,638.38001,5.607E5,1.431E7,1.5862,1.544,1.431E7,,
50,2.48E5,3.3479,682.40625,682.40668,2,3.3304,3.3925,682.40643,7.114E5,9.51E6,9.51E6,,DETECTED,2.48E5,3.3479,682.40625,682.40668,2,-0.0048,0.0233,3.3304,3.3925,682.40643,7.114E5,9.51E6,1.8926,1.5728,9.51E6,,
51,2.873E5,3.3567,163.13361,163.1337,4,3.2943,3.4655,163.13365,5.085E5,4.092E6,4.092E6,,DETECTED,2.873E5,3.3567,163.13361,163.1337,4,-0.0494,0.0618,3.2943,3.4655,163.13365,5.085E5,4.092E6,2.3083,1.3702,4.092E6,,
52,2.575E5,3.3834,162.99892,162.99901,3,3.2498,3.4109,162.99896,8.037E5,2.256E6,2.256E6,,DETECTED,2.575E5,3.3834,162.99892,162.99901,3,-0.1016,0.1315,3.2498,3.4109,162.99896,8.037E5,2.256E6,0.2059,0.603,2.256E6,,
53,7.509E4,3.6106,155.04753,155.04762,1,3.5753,3.6469,155.04756,5.549E5,1.682E6,1.682E6,,DETECTED,7.509E4,3.6106,155.04753,155.04762,1,0.0119,0.0449,3.5753,3.6469,155.04756,5.549E5,1.682E6,1.0245,1.0123,1.682E6,,
54,8.508E5,3.6106,183.0789,183.0791,6,3.5478,3.8567,183.07899,5.113E5,1.293E7,1.293E7,,DETECTED,8.508E5,3.6106,183.0789,183.0791,6,-0.0406,0.0459,3.5478,3.8567,183.07899,5.113E5,1.293E7,1.8585,2.3689,1.293E7,,
55,6.789E4,3.7832,233.07942,233.07947,1,3.756,3.8196,233.07943,5.926E5,1.92E6,1.92E6,,DETECTED,6.789E4,3.7832,233.07942,233.07947,1,-0.0052,0.0342,3.756,3.8196,233.07943,5.926E5,1.92E6,1.3379,1.169,1.92E6,,
56,1.17E5,3.9029,241.20447,241.2047,2,3.8753,3.9579,241.20453,5.105E5,3.077E6,3.077E6,,DETECTED,1.17E5,3.9029,241.20447,241.2047,2,-0.0132,0.0326,3.8753,3.9579,241.20453,5.105E5,3.077E6,2.0442,1.4977,3.077E6,,
57,6.963E4,3.9304,258.98425,258.98434,2,3.9029,3.976,258.98429,5.313E5,1.583E6,1.583E6,,DETECTED,6.963E4,3.9304,258.98425,258.98434,2,-0.0122,0.0433,3.9029,3.976,258.98429,5.313E5,1.583E6,1.6539,1.3269,1.583E6,,
58,1.238E5,4.0031,548.34766,548.34851,2,3.976,4.0393,548.34782,5.521E5,4.729E6,4.729E6,,DETECTED,1.238E5,4.0031,548.34766,548.34851,2,-0.014,0.0285,3.976,4.0393,548.34782,5.521E5,4.729E6,1.5023,1.1669,4.729E6,,
59,1.4E5,4.066,592.37396,592.37439,1,4.0393,4.102,592.37408,5.494E5,5.34E6,5.34E6,,DETECTED,1.4E5,4.066,592.37396,592.37439,1,-0.0116,0.0293,4.0393,4.102,592.37408,5.494E5,5.34E6,1.4261,1.1747,5.34E6,,
60,1.126E6,4.1106,342.26444,342.26529,5,4.075,4.2656,342.26493,5.215E5,3.677E7,3.677E7,1,DETECTED,1.126E6,4.1106,342.26444,342.26529,5,-0.0203,0.0307,4.075,4.2656,342.26493,5.215E5,3.677E7,1.3662,1.3775,3.677E7,1,2
62,1.519E5,4.3482,216.1967,216.19682,2,4.3209,4.3939,216.19678,5.168E5,5.26E6,5.26E6,,DETECTED,1.519E5,4.3482,216.1967,216.19682,2,-0.012,0.03,4.3209,4.3939,216.19678,5.168E5,5.26E6,1.8599,1.2901,5.26E6,,
63,1.858E5,4.5879,191.1649,191.16512,3,4.5512,4.6608,191.16499,5.206E5,4.526E6,4.526E6,,DETECTED,1.858E5,4.5879,191.1649,191.16512,3,-0.0213,0.0335,4.5512,4.6608,191.16499,5.206E5,4.526E6,2.7092,1.4928,4.526E6,,
64,1.734E5,4.5879,213.1469,213.14716,2,4.5605,4.6517,213.14699,5.64E5,4.438E6,4.438E6,,DETECTED,1.734E5,4.5879,213.1469,213.14716,2,-0.0143,0.0341,4.5605,4.6517,213.14699,5.64E5,4.438E6,2.915,1.6619,4.438E6,,
65,2.417E5,4.715,226.18094,226.18109,2,4.6884,4.7594,226.18102,7.77E5,8.555E6,8.555E6,,DETECTED,2.417E5,4.715,226.18094,226.18109,2,-0.0126,0.0252,4.6884,4.7594,226.18102,7.77E5,8.555E6,2.0272,1.6979,8.555E6,,
66,1.851E5,4.715,244.1916,244.19177,1,4.6884,4.7594,244.19169,5.984E5,6.528E6,6.528E6,,DETECTED,1.851E5,4.715,244.1916,244.19177,1,-0.0048,0.0254,4.6884,4.7594,244.19169,5.984E5,6.528E6,2.0191,1.5538,6.528E6,,
67,5.336E5,4.7324,214.18094,214.18115,6,4.5968,4.8514,214.18105,5.157E5,4.211E6,4.211E6,,DETECTED,5.336E5,4.7324,214.18094,214.18115,6,-0.1125,0.1198,4.5968,4.8514,214.18105,5.157E5,4.211E6,0.8421,0.9384,4.211E6,,
68,4.383E5,4.8963,162.99895,162.99915,7,4.7778,5.0707,162.99902,9.633E5,2.7E6,2.7E6,,DETECTED,4.383E5,4.8963,162.99895,162.99915,7,-0.1055,0.2076,4.7778,5.0707,162.99902,9.633E5,2.7E6,1.4708,1.2354,2.7E6,,
69,4.734E5,4.8963,190.9939,190.99409,5,4.7778,5.0154,190.99398,1.196E6,3.396E6,3.396E6,,DETECTED,4.734E5,4.8963,190.9939,190.99409,5,-0.0792,0.1439,4.7778,5.0154,190.99398,1.196E6,3.396E6,1.0037,1.0018,3.396E6,,
70,1.207E5,4.8963,261.11072,261.11093,2,4.8606,4.9327,261.1108,6.312E5,3.286E6,3.286E6,,DETECTED,1.207E5,4.8963,261.11072,261.11093,2,-0.0116,0.0345,4.8606,4.9327,261.1108,6.312E5,3.286E6,1.1887,1.0085,3.286E6,,
71,1.108E5,5.1615,198.18613,198.18622,1,5.1258,5.1968,198.18615,5.415E5,3.096E6,3.096E6,,DETECTED,1.108E5,5.1615,198.18613,198.18622,1,-0.0139,0.0347,5.1258,5.1968,198.18615,5.415E5,3.096E6,1.2425,0.9926,3.096E6,,
72,8.576E5,5.2482,273.25439,273.25467,6,5.1076,5.4334,273.25449,5.064E5,5.821E6,5.821E6,,DETECTED,8.576E5,5.2482,273.25439,273.25467,6,-0.1163,0.136,5.1076,5.4334,273.25449,5.064E5,5.821E6,1.2118,1.719,5.821E6,,
73,9.755E5,5.2566,158.15441,158.1548,6,5.2141,5.4873,158.15465,6.955E5,1.701E7,1.701E7,1,DETECTED,9.755E5,5.2566,158.15441,158.1548,6,-0.0215,0.0345,5.2141,5.4873,158.15465,6.955E5,1.701E7,3.0924,3.6198,1.701E7,1,2
75,2.234E5,5.2651,175.14885,175.14908,4,5.1615,5.3518,175.14892,5.793E5,1.88E6,1.88E6,,DETECTED,2.234E5,5.2651,175.14885,175.14908,4,-0.0622,0.1245,5.1615,5.3518,175.14892,5.793E5,1.88E6,0.837,0.9185,1.88E6,,
76,2.735E5,5.2651,193.15944,193.15971,4,5.1526,5.3609,193.15955,5.255E5,2.215E6,2.215E6,,DETECTED,2.735E5,5.2651,193.15944,193.15971,4,-0.0821,0.1244,5.1526,5.3609,193.15955,5.255E5,2.215E6,0.8507,0.9254,2.215E6,,
77,3.289E5,5.2651,211.16998,211.17021,4,5.1437,5.3609,211.17007,5.245E5,2.672E6,2.672E6,,DETECTED,3.289E5,5.2651,211.16998,211.17021,4,-0.0897,0.1228,5.1437,5.3609,211.17007,5.245E5,2.672E6,0.7532,0.8942,2.672E6,,
78,5.792E6,5.2651,228.19656,228.19797,15,5.08,5.7427,228.19671,9.357E5,3.688E7,3.688E7,1,DETECTED,5.792E6,5.2651,228.19656,228.19797,15,-0.1456,0.127,5.08,5.7427,228.19671,9.357E5,3.688E7,1.0395,1.7496,3.688E7,1,2
79,2.518E5,5.2651,229.18092,229.18111,4,5.1526,5.3518,229.181,5.019E5,2.008E6,2.008E6,,DETECTED,2.518E5,5.2651,229.18092,229.18111,4,-0.0798,0.1283,5.1526,5.3518,229.181,5.019E5,2.008E6,0.7705,0.8853,2.008E6,,
81,1.618E6,5.2651,250.17854,250.17889,8,5.0984,5.5678,250.17864,5.139E5,1.174E7,1.174E7,1,DETECTED,1.618E6,5.2651,250.17854,250.17889,8,-0.1514,0.1084,5.0984,5.5678,250.17864,5.139E5,1.174E7,0.8115,1.2468,1.174E7,1,2
83,1.426E5,5.2651,266.15262,266.15283,2,5.1704,5.3339,266.15269,5.153E5,1.353E6,1.353E6,,DETECTED,1.426E5,5.2651,266.15262,266.15283,2,-0.0363,0.1283,5.1704,5.3339,266.15269,5.153E5,1.353E6,0.7256,0.8628,1.353E6,,
84,1.292E5,5.2906,223.13377,223.13394,1,5.2566,5.3251,223.13381,7.116E5,4.176E6,4.176E6,,DETECTED,1.292E5,5.2906,223.13377,223.13394,1,-0.012,0.0278,5.2566,5.3251,223.13381,7.116E5,4.176E6,1.2343,1.007,4.176E6,,
85,3.113E5,5.2991,190.99376,190.99394,3,5.2313,5.3791,190.99384,1.275E6,2.93E6,2.93E6,,DETECTED,3.113E5,5.2991,190.99376,190.99394,3,-0.047,0.0913,5.2313,5.3791,190.99384,1.275E6,2.93E6,1.1804,1.0902,2.93E6,,
86,5.805E4,5.3077,249.20695,249.20711,1,5.2821,5.3428,249.20704,5.549E5,1.479E6,1.479E6,,DETECTED,5.805E4,5.3077,249.20695,249.20711,1,-0.0036,0.0407,5.2821,5.3428,249.20704,5.549E5,1.479E6,1.3726,1.1863,1.479E6,,
87,1.212E5,5.4424,240.19664,240.19676,1,5.4154,5.4784,240.19666,5.993E5,3.864E6,3.864E6,,DETECTED,1.212E5,5.4424,240.19664,240.19676,1,-0.0141,0.0289,5.4154,5.4784,240.19666,5.993E5,3.864E6,1.1372,1.1678,3.864E6,,
88,2.162E5,5.4601,269.21204,269.21238,3,5.4244,5.5493,269.21209,5.511E5,2.639E6,2.639E6,,DETECTED,2.162E5,5.4601,269.21204,269.21238,3,-0.0205,0.0594,5.4244,5.5493,269.21209,5.511E5,2.639E6,2.4956,1.7478,2.639E6,,
89,8.724E4,5.4873,265.10562,265.10577,1,5.4601,5.5222,265.10568,6.763E5,2.577E6,2.577E6,,DETECTED,8.724E4,5.4873,265.10562,265.10577,1,-0.005,0.0332,5.4601,5.5222,265.10568,6.763E5,2.577E6,1.2845,1.1422,2.577E6,,
90,1.823E5,5.5048,348.20215,348.203,2,5.4784,5.5678,348.20281,5.274E5,5.083E6,5.083E6,,DETECTED,1.823E5,5.5048,348.20215,348.203,2,-0.0136,0.0314,5.4784,5.5678,348.20281,5.274E5,5.083E6,2.0938,1.6917,5.083E6,,
91,5.111E5,5.5222,304.17607,304.17758,3,5.4873,5.623,304.17656,5.672E5,1.425E7,1.425E7,,DETECTED,5.111E5,5.5222,304.17607,304.17758,3,-0.02,0.03,5.4873,5.623,304.17656,5.672E5,1.425E7,1.47,1.8,1.425E7,,
92,2.405E5,5.5222,309.13106,309.13211,2,5.4873,5.5769,309.13187,6.046E5,7.279E6,7.279E6,,DETECTED,2.405E5,5.5222,309.13106,309.13211,2,-0.0135,0.0292,5.4873,5.5769,309.13187,6.046E5,7.279E6,1.4581,1.5099,7.279E6,,
