row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20250402_PMA_tp24_000004_01_01.mzML Peak area,20250402_PMA_tp24_000008_01_01.mzML Peak area,20250402_PMA_tp24_000021_01_01.mzML Peak area,20250402_PMA_tp24_000022_01_01.mzML Peak area,20250402_PMA_tp24_000023_01_01.mzML Peak area,20250402_PMA_tp24_000024_03_01.mzML Peak area,20250402_PMA_tp24_000026_01_01.mzML Peak area,20250402_PMA_tp24_000027_01_01.mzML Peak area,20250402_PMA_tp24_000028_01_01.mzML Peak area,20250402_PMA_tp24_000029_01_01.mzML Peak area,20250402_PMA_tp24_000029_01_02.mzML Peak area,20250402_PMA_tp24_000031_01_01.mzML Peak area,20250402_PMA_tp24_000032_01_01.mzML Peak area,20250402_PMA_tp24_000033_01_01.mzML Peak area,20250402_PMA_tp24_000035_01_01.mzML Peak area,20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML Peak area,20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML Peak area,20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML Peak area,20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML Peak area,20250402_PMA_tp24_solanum_qc_00.mzML Peak area,20250402_PMA_tp24_solanum_qc_01.mzML Peak area,20250402_PMA_tp24_solanum_qc_02.mzML Peak area,20250402_PMA_tp24_solanum_qc_03.mzML Peak area,20250402_PMA_tp24_solanum_qc_04.mzML Peak area,20250402_PMA_tp24_solanum_qc_05.mzML Peak area,Unnamed: 38
2585,191.14196817035665,3.8919613,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4499125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2586,212.19967335254057,3.8919613,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3325545.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2587,457.20720022088807,3.8923004,height,,,,,,,,,,,5042105.5,4738900.0,1350435.1,4207333.0,2276797.2,0.0,2300966.5,2044798.0,2046553.5,4691245.0,1461210.2,0.0,0.0,0.0,3758821.5,0.0,0.0,0.0,0.0,2326112.2,2137423.0,2135969.5,2141574.8,2176107.0,1909157.6,
2588,479.1893747569117,3.8923004,height,,,,,,,,,,,2939989.5,2931217.8,910475.56,2410353.5,1404758.5,0.0,1393559.6,1131233.0,1226717.8,2558919.5,806443.44,0.0,0.0,0.0,2099069.2,0.0,0.0,0.0,0.0,1335425.9,1249364.8,1170980.4,1241130.8,1163547.0,1154256.5,
2589,191.14330383387184,3.8947089,height,,,,,,,,,,,16019357.0,14370922.0,4087415.2,13644584.0,7193473.5,0.0,7436603.0,5981191.5,6619064.0,14117877.0,4476786.0,0.0,0.0,0.0,12380512.0,0.0,0.0,0.0,0.0,7277095.5,6805120.5,6679674.5,6239575.0,6834050.0,6133809.5,
2590,341.1575879642388,3.8937347,height,,,,,,,,,,,0.0,3452031.0,1433345.1,0.0,0.0,0.0,0.0,958988.75,0.0,1080460.8,1972059.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2591,355.12698825964634,3.896138,height,,,,,,,,,,,4188358.2,3384574.0,1502850.9,4722180.5,3480542.0,0.0,5242061.0,2006221.1,1824250.8,3695175.0,2364094.5,0.0,0.0,0.0,4026085.2,0.0,0.0,0.0,0.0,2393791.5,2074371.4,2457618.8,2344393.8,2196129.2,2429478.5,
2592,544.3330651345386,3.8994465,height,,,,,,,,,,,3369037.5,5080102.5,4549460.0,0.0,1048406.5,0.0,2327488.8,8334575.0,2467292.8,830864.75,2440407.8,0.0,0.0,0.0,2138632.5,0.0,0.0,0.0,0.0,2747071.2,2300371.8,2433439.5,2309924.0,2274598.5,2121991.5,
2593,826.406937672885,3.8961506,height,,,,,,,,,,,1638822.2,4190633.8,3123505.8,1920412.6,814329.75,0.0,1009077.9,4118302.5,1211506.8,2694713.8,1614906.4,0.0,0.0,0.0,720185.9,0.0,0.0,0.0,0.0,2140165.2,1788551.9,1646500.8,1436876.0,1325087.6,1317727.6,
2594,301.11858829850894,3.8975773,height,,,,,,,,,,,16021643.0,11394184.0,5391868.0,20152864.0,15228579.0,0.0,20957962.0,7551315.5,7258329.0,14966351.0,9548209.0,0.0,0.0,0.0,15959917.0,0.0,0.0,0.0,0.0,10287179.0,9800649.0,10565414.0,10110341.0,10482213.0,10145065.0,
2595,549.288343715233,3.899799,height,,,,,,,,,,,1906279.1,2984957.2,2582463.5,0.0,0.0,0.0,1430366.2,4340726.0,0.0,0.0,1299717.6,0.0,0.0,0.0,1386730.9,0.0,0.0,0.0,0.0,1238785.1,1150010.4,1303406.4,1211399.0,0.0,1112028.1,
2596,333.1447464385346,3.8980463,height,,,,,,,,,,,4903044.0,3501578.8,1593979.1,5884386.0,4362463.5,0.0,6036396.5,2312340.0,2566838.2,4431238.5,2857039.5,0.0,0.0,0.0,4808052.0,0.0,0.0,0.0,0.0,3172490.0,2973814.8,3126681.8,3117804.2,3281871.0,3017991.2,
2597,241.2039400407836,3.8970795,height,,,,,,,,,,,3049882.8,2285849.5,2159757.2,2070728.2,2241650.0,0.0,2471204.8,2160275.0,2691118.5,2261298.8,2225886.2,3187192.0,3442500.8,3565634.0,2727776.2,3004113.0,3517836.5,3058991.2,3076927.2,2523170.5,2615398.8,3034917.0,2581874.8,2330410.8,2367975.0,
2598,241.2022376343319,3.9001718,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2822152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2599,301.1164862590637,3.9001718,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,8647757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2600,333.1424608953104,3.9001718,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2586645.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2601,850.4922631665211,3.9605968,height,,,,,,,,,,,31396256.0,33621960.0,114460850.0,0.0,54729396.0,15091787.0,0.0,0.0,44942990.0,49005612.0,40475670.0,0.0,0.0,0.0,25175496.0,0.0,0.0,0.0,0.0,78187580.0,71919680.0,69033416.0,0.0,54483200.0,0.0,
2602,477.2467307203998,3.904269,height,,,,,,,,,,,3533335.5,6624248.0,5084792.0,1788108.6,1969546.8,0.0,3924382.5,4200163.0,2293590.2,3584033.5,3289382.2,0.0,0.0,0.0,3767352.8,0.0,0.0,0.0,0.0,2253456.8,1872563.9,2149226.0,2153776.0,1888226.4,1971080.1,
2603,275.20089769319105,3.9037914,height,,,,,,,,,,,2504242.0,4569428.0,6619375.0,1415998.0,1353664.8,0.0,2056014.1,5821891.0,2076728.9,2236989.5,3672721.2,0.0,0.0,0.0,2301799.0,0.0,0.0,0.0,0.0,2396231.5,2079835.9,2181660.0,2081150.6,1956514.0,1919185.1,
2604,306.22783355814494,3.907676,height,,,,,,,,,,,0.0,1257949.1,2617427.2,3002234.5,3329243.8,0.0,1643412.9,3273508.5,1463841.6,2222615.0,2614510.2,0.0,0.0,0.0,661822.7,0.0,0.0,0.0,0.0,1945785.9,1846950.5,2026355.0,1881126.4,2304490.2,2464323.2,
2605,499.2901392576835,3.909251,height,,,,,,,,,,,0.0,0.0,8384999.0,0.0,0.0,0.0,0.0,2722546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824070.6,872866.44,0.0,744881.9,0.0,
2606,705.2758911369067,3.9246345,height,,,,,,,,,,,1899535.4,2749832.8,0.0,2873952.5,2502511.8,0.0,1507884.6,1154962.5,0.0,3170135.2,2587816.8,0.0,0.0,0.0,1985252.8,0.0,0.0,0.0,0.0,1850701.1,1507933.5,0.0,1902380.0,1901783.9,1961944.2,
2607,211.13306090562065,3.9089835,height,,,,,,,,,,,5382213.5,20654434.0,46059060.0,42013690.0,50141476.0,0.0,25340128.0,57707216.0,12584153.0,37366890.0,33501144.0,0.0,0.0,0.0,5212554.5,0.0,0.0,0.0,0.0,21826932.0,17845594.0,20406614.0,21202958.0,20430936.0,19922468.0,
2608,260.18591549863675,3.910772,height,,,,,,,,,,,0.0,1602455.8,3438972.5,3022392.2,3525731.8,0.0,1688013.0,3664951.5,975523.06,2686192.5,2590969.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475393.9,1285927.6,1489069.9,1402955.2,1294320.0,1441453.8,
2609,283.1521252285972,3.9103982,height,,,,,,,,,,,4755075.0,18430994.0,33746508.0,31714784.0,37928788.0,0.0,20054036.0,39303876.0,9189241.0,30143752.0,26448084.0,0.0,0.0,0.0,4228975.0,0.0,0.0,0.0,0.0,16323343.0,13598534.0,16333009.0,17220620.0,16781622.0,15541077.0,
2610,278.1964829344633,3.9113073,height,,,,,,,,,,,0.0,1470275.5,3428562.8,2936511.0,3291673.0,0.0,1796226.0,4032560.2,921351.44,2547572.0,2291724.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567420.5,1318337.5,1328630.0,1484566.9,1323664.2,1230677.1,
2611,1030.5598982672664,3.9113333,height,,,,,,,,,,,3526954.0,4417137.0,7305891.5,4702623.0,3657725.5,0.0,7216377.0,5060398.5,3596693.5,2902999.8,7865374.5,0.0,0.0,0.0,2086745.4,0.0,0.0,0.0,0.0,4369949.5,3994380.0,3945688.8,3600919.2,3267443.5,3121285.0,
2612,299.12606755529083,3.9113088,height,,,,,,,,,,,0.0,1976741.1,4124706.5,3471331.0,4015109.2,0.0,2329793.5,4219470.5,1123415.2,3474719.0,3030733.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704401.1,1495656.1,1854905.6,1785505.6,1574499.9,1637049.0,
2613,1031.5473888550555,3.9133852,height,,,,,,,,,,,7256636.0,7042469.0,12226801.0,7498716.0,9024754.0,0.0,25038418.0,0.0,5299476.5,6642470.0,15925421.0,0.0,0.0,0.0,3572921.8,0.0,0.0,0.0,0.0,9002435.0,7582920.0,8622452.0,8714351.0,7477287.0,7348536.5,
2614,193.12253527860167,3.9136572,height,,,,,,,,,,,1227237.0,3907644.5,8663063.0,7761214.5,9961286.0,0.0,4376750.0,10958851.0,2315664.0,7443514.0,5817657.5,0.0,0.0,0.0,1008985.1,0.0,0.0,0.0,0.0,4077696.8,3697453.2,3968572.0,4013204.2,4027274.0,3620880.8,
2615,225.1486869361029,3.9134188,height,,,,,,,,,,,0.0,1745242.1,3796214.5,3427222.5,4287225.0,0.0,1995483.0,5008108.0,1151402.6,3485208.5,2533715.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876328.2,1727084.0,1851405.6,1973964.5,1839120.5,1636250.5,
2616,920.3951639944652,3.915983,height,,,,,,,,,,,3106578.5,2859914.2,2647233.8,2036133.4,2405105.0,0.0,2776935.2,1870102.0,2790829.0,2594002.0,3436840.0,0.0,0.0,0.0,2486535.8,0.0,0.0,0.0,0.0,2179001.0,1677670.6,2047309.8,2170168.8,1810911.4,1710045.4,
2617,889.4823036217241,3.9156373,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304608.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2618,139.98210433301526,3.9495656,height,,,,,,,,,,,1906252.9,2061509.1,2393067.0,3658270.5,3255778.0,2458792.5,0.0,0.0,1775093.1,1510232.2,1808616.5,0.0,0.0,0.0,1498326.2,0.0,0.0,0.0,0.0,2206569.5,2615082.2,1759285.6,2843253.5,1999358.6,0.0,
2619,193.1211956061462,3.9164405,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2640534.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2620,211.1315775864416,3.9164405,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,17572786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2621,1031.5357015486288,3.9164405,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,32671194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2622,1071.527143992255,3.9164405,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2706099.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2623,838.4947025018043,3.9221523,height,,,,,,,,,,,8133987.5,9054104.0,10017316.0,8652823.0,8241111.0,3005896.5,8748830.0,8390547.0,10651321.0,8827477.0,8430346.0,0.0,0.0,0.0,6766830.5,0.0,0.0,0.0,0.0,9258339.0,8197644.0,7274153.5,7187249.5,6929966.0,6558757.5,
2624,158.96148108560044,3.938097,height,,,,,,,,,,,3219251.5,3507763.5,2352369.8,2977032.2,3147282.5,0.0,3308067.2,2829419.5,3393714.5,2831062.8,2716133.5,2326149.5,2675392.0,3103948.0,2490649.0,0.0,2235976.0,3489855.0,3745973.2,4515620.0,4177399.2,3746821.5,2830454.8,2159397.0,3824031.5,
2625,1014.5625212403494,3.9177017,height,,,,,,,,,,,3212920.5,2571417.5,3601898.0,3602149.5,3634692.8,1485190.6,4523544.0,2689271.2,3085333.8,4271929.0,2690301.8,0.0,0.0,0.0,2577780.5,0.0,0.0,0.0,0.0,3583039.0,2383872.0,3611594.8,3289131.0,3581047.8,2824877.5,
2626,259.0967620450259,3.9614902,height,,,,,,,,,,,0.0,6126730.5,9823904.0,6886580.0,9967855.0,0.0,5763896.5,5845240.0,5433088.0,6602320.0,5601333.0,0.0,0.0,0.0,2728251.5,0.0,0.0,0.0,0.0,6874914.5,5492889.5,5233347.0,4692028.5,5562650.0,4148062.0,
2627,630.3328881233397,3.9230082,height,,,,,,,,,,,3155790.5,8340064.0,4415051.0,0.0,3035681.0,0.0,2428421.2,6461451.5,2390729.5,3542775.2,1767760.8,0.0,0.0,0.0,3228605.0,0.0,0.0,0.0,0.0,2597999.5,2478811.2,2683806.2,2735628.8,2536147.0,2490562.8,
2628,251.12389008806352,3.9244528,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5007006.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2629,838.4883615780926,3.9244528,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,6562777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2630,258.9834161734867,3.9252775,height,,,,,,,,,,,1878924.6,1626570.1,0.0,1297449.1,1830772.6,0.0,1222708.4,1148216.4,1987839.5,2058639.9,1208041.1,2137352.5,2926781.0,2946783.8,1262452.1,1593569.6,1938378.9,3593419.2,3859696.0,1613345.2,2222651.2,1669864.0,2008874.8,1340087.4,0.0,
2631,866.4896529029897,3.9271016,height,,,,,,,,,,,22669310.0,26879532.0,76512290.0,83188200.0,40125120.0,0.0,35538852.0,47182256.0,32142004.0,31778566.0,28069380.0,0.0,0.0,0.0,16110506.0,0.0,0.0,0.0,0.0,47825132.0,42164420.0,38047520.0,38013880.0,38252450.0,36913430.0,
2632,217.95677303368424,3.929042,height,,,,,,,,,,,1057152.9,830218.7,1166888.4,0.0,0.0,0.0,0.0,0.0,1548557.5,752608.4,0.0,871505.56,1011613.5,1060465.6,0.0,552753.06,733056.0,1289518.1,1329372.2,1770359.1,1113150.1,1164576.9,1082829.8,0.0,0.0,
2633,504.3198732947046,3.9291897,height,,,,,,,,,,,3463095.0,3265526.0,2371113.2,2091051.1,2424616.8,0.0,1869212.1,2816378.2,3000118.0,3655725.2,2153173.2,3268869.5,3656187.8,3422822.0,4090232.5,3182982.0,3555988.2,4597755.0,4742225.5,3542504.0,4005102.0,2734386.5,3091537.2,2517071.0,2699487.2,
2634,514.3187401483855,3.9323735,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,9080716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2635,519.2755337297373,3.9642665,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1662744.5,4141172.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2636,866.4831679721104,3.9323735,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,54182856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2637,353.73008159513165,3.9400623,height,,,,,,,,,,,2304102.0,2875272.5,4918778.0,2978681.2,3084184.0,0.0,4131961.5,2287315.0,0.0,2007016.2,5697439.5,0.0,0.0,0.0,1600118.0,0.0,0.0,0.0,0.0,2506092.0,1905862.5,3755904.8,2602312.8,1938357.6,3381366.8,
2638,879.4930768206378,3.9368327,height,,,,,,,,,,,6926608.5,5899131.0,7215050.0,5055621.0,6228504.5,0.0,6726428.0,6863681.0,5433346.5,5350975.5,6466316.0,0.0,0.0,0.0,5993887.5,0.0,0.0,0.0,0.0,7085546.5,6182720.0,6277743.5,6343678.0,7042600.0,6245643.5,
2639,514.3225165214459,3.9302418,height,,,,,,,,,,,1938736.1,2490055.8,2535436.8,0.0,4930086.5,0.0,3323891.0,4878482.5,4157783.8,0.0,2530851.0,0.0,0.0,0.0,2268894.2,0.0,0.0,0.0,0.0,3114910.2,2453362.2,2733311.5,2376680.2,2475788.2,2694822.5,
2640,217.2465130471849,3.9359074,height,,,,,,,,,,,3855351.8,4509068.5,5115396.5,4740100.5,3877092.0,0.0,5750400.5,3898341.8,4257975.5,4775546.5,5601577.0,0.0,0.0,0.0,3502174.5,0.0,0.0,0.0,0.0,3870561.5,4353538.5,4469579.5,4104032.5,4594327.5,3733641.8,
2641,707.2921596859559,3.9349582,height,,,,,,,,,,,12511235.0,5531055.5,0.0,0.0,1893598.0,0.0,0.0,2583386.8,3210166.0,6148546.5,0.0,0.0,0.0,0.0,9054424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2642,861.1865620132642,3.9375548,height,,,,,,,,,,,0.0,0.0,8800267.0,0.0,0.0,0.0,14257516.0,8108269.5,11718832.0,9128852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892223.5,0.0,0.0,7247002.0,14086237.0,
2643,879.997760288475,3.936445,height,,,,,,,,,,,6401597.0,6594676.5,0.0,0.0,0.0,0.0,5488158.5,4509956.0,6123629.0,0.0,5453592.0,0.0,0.0,0.0,5601687.0,0.0,0.0,0.0,0.0,3789740.2,6757519.5,5518017.0,6489744.0,7636705.5,5968044.0,
2644,875.9147192769614,3.9367447,height,,,,,,,,,,,7854432.5,0.0,8763691.0,0.0,0.0,0.0,15673584.0,8014461.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8198192.0,0.0,0.0,7203492.5,13795778.0,
2645,873.5158885004391,3.937759,height,,,,,,,,,,,5242276.0,6478430.5,8338634.0,8058241.0,6046455.0,0.0,8309591.0,5269012.0,7394613.5,6719251.5,8308867.5,0.0,0.0,0.0,5312170.0,0.0,0.0,0.0,0.0,6165230.0,6713341.0,5340807.5,5073031.5,5963648.0,6297322.5,
2646,309.1181380729962,3.939151,height,,,,,,,,,,,5448063.0,4840782.5,9766652.0,10154110.0,6261842.0,0.0,8461073.0,5085934.0,4844965.0,4933834.0,10015041.0,0.0,0.0,0.0,2745733.2,0.0,0.0,0.0,0.0,5633222.5,3294415.5,6120837.5,5110934.5,3890437.5,4080059.8,
2647,445.7474076166857,3.9372962,height,,,,,,,,,,,13242602.0,9716179.0,17151462.0,18225772.0,12177200.0,0.0,16960776.0,12463262.0,14660236.0,12165251.0,18094880.0,0.0,0.0,0.0,6984070.0,0.0,0.0,0.0,0.0,12617192.0,11096870.0,13504007.0,13150910.0,9497292.0,12114616.0,
2648,868.5034899134288,3.9385893,height,,,,,,,,,,,5482539500.0,6070572000.0,7612898000.0,6819167700.0,5753239000.0,7494544.5,8323882000.0,5315611000.0,6060728000.0,6785762000.0,8343784400.0,1274224.2,1076738.2,915038.56,4631559700.0,0.0,2618773.8,0.0,0.0,5480882700.0,5723356700.0,5325262000.0,5148642300.0,5392877000.0,5287031300.0,
2649,906.4582730946898,3.9375334,height,,,,,,,,,,,5639619.5,4676240.0,0.0,6888576.0,5321859.0,0.0,5432961.0,4669385.0,4902515.5,5984154.5,4629206.5,0.0,0.0,0.0,4966522.5,0.0,0.0,0.0,0.0,5316057.5,5337962.5,4600455.0,4756937.0,5535369.0,5341452.5,
2650,461.21205353352633,3.9367754,height,,,,,,,,,,,4862997.0,3695219.2,4693161.5,5341560.0,0.0,0.0,5115667.0,0.0,4947020.0,5406079.5,4032176.2,0.0,0.0,0.0,2865844.5,0.0,0.0,0.0,0.0,5040772.0,4766193.5,4085782.5,5180982.0,2546275.0,3852943.0,
2651,869.0047742948219,3.9387746,height,,,,,,,,,,,7072369.5,6640495.5,6529106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6701064.0,4950545.0,4337655.5,4784165.0,6309779.5,
2652,137.98756412864768,3.9470565,height,,,,,,,,,,,1662642.8,2402882.5,1669764.6,2164104.0,2082929.9,1486881.6,2081369.8,1479051.6,1902558.1,1901354.9,1585281.2,825461.44,822330.6,1365227.4,1029263.6,0.0,883212.56,1076483.0,1179220.5,2347429.2,1800385.9,2063126.8,2250882.5,1464393.4,1398028.8,
2653,476.7325132845045,3.9386852,height,,,,,,,,,,,4651845.0,6144272.0,6682093.0,6481789.5,4814294.5,0.0,6218373.5,4733078.5,4495307.0,5516867.5,5388622.5,0.0,0.0,0.0,3499610.8,0.0,0.0,0.0,0.0,6647628.0,4984389.5,4665197.5,6184092.5,4589143.0,6129345.0,
2654,890.4866875354065,3.9382772,height,,,,,,,,,,,21567354.0,22578402.0,22261666.0,23718922.0,23169860.0,0.0,25212076.0,20398698.0,25322668.0,24835470.0,25385770.0,0.0,718151.7,0.0,19444182.0,0.0,0.0,0.0,0.0,22898552.0,26149084.0,20195082.0,22532160.0,23172822.0,20551724.0,
2655,722.4477034432932,3.9400797,height,,,,,,,,,,,20122684.0,26568950.0,38684148.0,35779356.0,25379738.0,0.0,43514348.0,22591294.0,21477452.0,23578042.0,34124964.0,0.0,0.0,0.0,12430561.0,0.0,0.0,0.0,0.0,17218904.0,16367930.0,21254452.0,24854980.0,15482302.0,20348660.0,
2656,443.2699020737625,3.9400733,height,,,,,,,,,,,50849760.0,57411704.0,96393890.0,80676700.0,57883416.0,0.0,99074170.0,52257860.0,56404440.0,59546908.0,105936200.0,0.0,0.0,0.0,33289900.0,0.0,0.0,0.0,0.0,56337044.0,36533156.0,51813388.0,54257780.0,44433988.0,51332736.0,
2657,326.1445070215083,3.9395387,height,,,,,,,,,,,3062478.8,2395347.8,4485029.5,4060477.5,3359862.5,0.0,4089747.8,2633806.5,2721054.0,2878297.2,3508012.2,0.0,0.0,0.0,1567939.6,0.0,0.0,0.0,0.0,2884058.8,0.0,3495749.5,3090266.8,2613333.2,3390353.5,
2658,398.34179217096266,3.9410064,height,,,,,,,,,,,150948210.0,155341360.0,276677100.0,252350660.0,186686940.0,0.0,276643600.0,166829420.0,150140180.0,173864350.0,245587980.0,0.0,0.0,0.0,84927336.0,0.0,0.0,0.0,0.0,132081750.0,119139510.0,149243280.0,194626560.0,115684740.0,136377570.0,
2659,691.2597162910664,3.9478757,height,,,,,,,,,,,4162491.5,4166159.5,0.0,3939793.0,2725087.2,0.0,0.0,3091555.0,0.0,4540388.5,0.0,0.0,0.0,0.0,3361325.2,0.0,0.0,0.0,0.0,2455794.8,2050793.8,0.0,2286245.2,1945188.8,0.0,
2660,398.3388745266079,3.9481068,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,69321770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2661,443.2666498930568,3.9481068,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20470818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2662,476.7290810268949,3.9481068,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4376712.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2663,722.4429431450352,3.9481068,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,9387408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2664,868.4967856996097,3.9481068,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3044721700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2665,890.4783721224346,3.9560199,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,15136672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4980407.5,0.0,0.0,0.0,
2666,188.09170598621415,3.9493775,height,,,,,,,,,,,2823814.2,3650537.5,5857104.5,5627616.5,5353281.0,0.0,7645769.5,3526540.2,4995565.0,3423821.8,4452199.5,0.0,0.0,0.0,2907478.0,0.0,0.0,0.0,0.0,2760472.2,2160736.0,4078916.0,4863707.0,2642909.2,2866151.2,
2667,706.4526608730707,3.94937,height,,,,,,,,,,,150681600.0,186317120.0,297082700.0,292978800.0,271917060.0,0.0,320413280.0,167511630.0,181770400.0,174398770.0,280360400.0,0.0,0.0,0.0,128862910.0,0.0,0.0,0.0,0.0,147347280.0,140801470.0,167153940.0,211192300.0,122803730.0,171252930.0,
2668,560.3943639785313,3.9526272,height,,,,,,,,,,,131652290.0,172385780.0,293129060.0,260092370.0,242113940.0,0.0,281055000.0,142343310.0,163855200.0,157533200.0,192160400.0,0.0,0.0,0.0,129209720.0,0.0,0.0,0.0,0.0,131206940.0,132893900.0,157611090.0,191992660.0,97712264.0,123972050.0,
2669,158.96114712395627,3.977133,height,,,,,,,,,,,3037722.2,3507763.5,0.0,0.0,0.0,3379547.5,0.0,0.0,3040588.0,0.0,0.0,0.0,0.0,0.0,2490649.0,0.0,0.0,0.0,0.0,4515620.0,4177399.2,3746821.5,0.0,0.0,3824031.5,
